Mean_Return,Std_Dev,Downside_Deviation,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown_%,Calmar_Ratio,Profit_Factor,Gross_Profit,Gross_Loss,Daily_Return_Series
0.1504741911741435,1.8210827378261412,0.938974,1.3117,2.544,13.61,2.961,1.6468,79.69000354202748,48.39137177780562,"date
2021-01-05    0.000000
2021-01-06    0.000000
2021-01-07    0.000000
2021-01-08    0.000000
2021-01-12    0.000000
                ...   
2021-12-24    0.000000
2021-12-28    0.016129
2021-12-29   -0.041123
2021-12-30   -0.034228
2021-12-31   -0.044149
Length: 208, dtype: float64"
