pair_hxy_threshold,threshold_h,threshold_alpha,divergence_lookback,divergence_threshold,Mean_Return,Std_Dev,Downside_Deviation,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown_%,Calmar_Ratio,Profit_Factor,Gross_Profit,Gross_Loss,case_number
0.35,0.05,0.15,5,0.12,-0.0028834816551864114,0.17994514671178719,0.173266,-0.2544,-0.2642,5.59,-0.1369,0.4628,2.588442420281295,5.593030304985536,162
0.35,0.05,0.15,5,0.13,-0.0028834816551864114,0.17994514671178719,0.173266,-0.2544,-0.2642,5.59,-0.1369,0.4628,2.588442420281295,5.593030304985536,163
0.35,0.05,0.15,5,0.14,-0.0028834816551864114,0.17994514671178719,0.173266,-0.2544,-0.2642,5.59,-0.1369,0.4628,2.588442420281295,5.593030304985536,164
0.35,0.05,0.15,5,0.15,-0.0028834816551864114,0.17994514671178719,0.173266,-0.2544,-0.2642,5.59,-0.1369,0.4628,2.588442420281295,5.593030304985536,165
0.35,0.05,0.15,6,0.01,-0.005865356781561176,0.21732018885158375,0.204329,-0.4284,-0.4557,8.55,-0.1786,0.4485,4.969823087914449,11.081524854301195,166
0.35,0.05,0.15,6,0.02,-0.005865356781561176,0.21732018885158375,0.204329,-0.4284,-0.4557,8.55,-0.1786,0.4485,4.969823087914449,11.081524854301195,167
0.35,0.05,0.15,6,0.03,-0.005865356781561176,0.21732018885158375,0.204329,-0.4284,-0.4557,8.55,-0.1786,0.4485,4.969823087914449,11.081524854301195,168
0.35,0.05,0.15,6,0.04,-0.005865356781561176,0.21732018885158375,0.204329,-0.4284,-0.4557,8.55,-0.1786,0.4485,4.969823087914449,11.081524854301195,169
0.35,0.05,0.15,6,0.05,-0.0028834816551864114,0.17994514671178719,0.173266,-0.2544,-0.2642,5.59,-0.1369,0.4628,2.588442420281295,5.593030304985536,170
0.35,0.05,0.15,6,0.06,-0.0028834816551864114,0.17994514671178719,0.173266,-0.2544,-0.2642,5.59,-0.1369,0.4628,2.588442420281295,5.593030304985536,171
0.35,0.05,0.15,6,0.07,-0.0028834816551864114,0.17994514671178719,0.173266,-0.2544,-0.2642,5.59,-0.1369,0.4628,2.588442420281295,5.593030304985536,172
