Mean_Return,Std_Dev,Downside_Deviation,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown_%,Calmar_Ratio,Profit_Factor,Gross_Profit,Gross_Loss,Daily_Return_Series
23.463269881185646,11.591309126793098,3.653405,2.0242,6.4223,3.26,7.8655,3.7036,27.040040749478305,7.301099420861812,"date
2024-01-02    0.000000
2024-01-03    0.000000
2024-01-04    0.000000
2024-01-05    0.000000
2024-01-09    0.000000
                ...   
2024-12-27    0.000000
2024-12-31   -0.019802
2025-01-01    0.037118
2025-01-02   -0.004398
2025-01-03    0.023717
Length: 212, dtype: float64"
