Mean_Return,Std_Dev,Downside_Deviation,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown_%,Calmar_Ratio,Profit_Factor,Gross_Profit,Gross_Loss,Daily_Return_Series
32.206036086655025,23.589271732590923,11.356813,1.3653,2.8358,11.31,3.0343,1.6497,66.8466710959842,40.519514612448745,"date
2025-01-07    0.020566
2025-01-08    0.012679
2025-01-09   -0.000834
2025-01-10   -0.007725
2025-01-14    0.000000
                ...   
2025-12-24    0.000000
2025-12-25    0.000000
2025-12-26    0.000000
2025-12-30    0.000000
2025-12-31    0.000000
Length: 206, dtype: float64"
