Mean_Return,Std_Dev,Downside_Deviation,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown_%,Calmar_Ratio,Profit_Factor,Gross_Profit,Gross_Loss
17.755409697473638,20.292640790294612,12.445512,0.875,1.4267,13.53,1.2577,1.3362,291.8109808850235,218.39377094546975
