pair_hxy_threshold,divergence_lookback,divergence_threshold,Mean_Return,Std_Dev,Downside_Deviation,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown_%,Calmar_Ratio,Profit_Factor,Gross_Profit,Gross_Loss,case_number
0.45,10,0.02,-0.12526397402465375,1.079958614611442,0.833189,-1.8413,-2.3866,77.79,-0.3618,0.7012,306.3643302769508,436.8893912106401,347
0.45,10,0.03,-0.12059409692307,1.1274169932251559,0.872959,-1.698,-2.193,76.68,-0.3572,0.7216,325.7553054433648,451.41435443720377,348
0.45,10,0.04,-0.12104416484991815,1.1890241617272637,0.928372,-1.616,-2.0698,77.14,-0.3579,0.7306,341.968475380298,468.0964951539126,349
0.45,10,0.05,-0.09894680868846009,1.2826898410818208,1.001037,-1.2246,-1.5691,72.84,-0.3252,0.782,369.8643411326284,472.9669157860037,350
0.45,10,0.06,-0.10629677763978314,1.3325655637953187,1.041333,-1.2663,-1.6204,76.84,-0.3281,0.7757,383.11054255088237,493.8717848515364,351
0.45,10,0.07,-0.14262900463725567,1.5043366995087586,1.204373,-1.5051,-1.88,85.11,-0.3782,0.7272,396.14221229191753,544.7616351239379,352
0.45,10,0.08,-0.1353382508570251,1.5247225928961063,1.21927,-1.4091,-1.7621,84.01,-0.3689,0.7389,399.08619747342414,540.1086548664442,353
0.45,10,0.09,-0.13757441412340138,1.569363657588323,1.243825,-1.3916,-1.7558,84.75,-0.3716,0.7402,408.4241503800222,551.7766898966064,354
0.45,10,0.1,-0.13417559318848457,1.610691282159944,1.277951,-1.3224,-1.6667,83.66,-0.3708,0.7494,418.1661892494308,557.9771573518317,355
0.45,10,0.11,-0.09976529629832133,1.594356313803636,1.229875,-0.9933,-1.2877,76.4,-0.3234,0.8061,432.11296684195696,536.0684055848077,356
0.45,10,0.12,-0.11449106402961835,1.6379876549254138,1.287098,-1.1096,-1.4121,80.33,-0.3434,0.783,430.4370683951542,549.7367571140165,357
0.45,10,0.13,-0.11157608060442267,1.656797338497784,1.306838,-1.0691,-1.3553,79.94,-0.3392,0.7818,416.59968236404603,532.8619583538544,358
0.45,10,0.14,-0.09867949969117798,1.6560109971442367,1.283643,-0.9459,-1.2203,78.33,-0.3153,0.7936,395.4359769561528,498.2600156343601,359
0.45,10,0.15,-0.08682424258963375,1.7078928728359766,1.2652,-0.807,-1.0894,76.35,-0.2954,0.8111,388.4249296527035,478.8957904311019,360
0.5,3,0.01,-0.07800591434200269,0.9878214394010921,0.675888,-1.2536,-1.8321,69.12,-0.2726,0.7768,282.8421598761879,364.12432262055466,361
0.5,3,0.02,-0.06149107247493932,1.2147062970230122,0.785503,-0.8036,-1.2427,68.51,-0.232,0.8463,352.8100240343748,416.8837215532616,362
0.5,3,0.03,-0.03857393136266182,1.364675916864545,0.859369,-0.4487,-0.7125,63.88,-0.1771,0.9126,419.82405132181884,460.01808780171245,363
0.5,3,0.04,-0.07067842270713555,1.6017867437409568,1.074235,-0.7005,-1.0445,74.64,-0.2536,0.8619,459.77111230419086,533.4180287650261,364
0.5,3,0.05,-0.06180705739160612,1.825350618705669,1.138058,-0.5375,-0.8621,79.95,-0.2228,0.8824,483.24650246402535,547.6494562660789,365
0.5,3,0.06,-0.02288376929796382,1.9760149015410784,1.202176,-0.1838,-0.3022,72.78,-0.1363,0.9566,525.2449285425563,549.0898161510346,366
0.5,3,0.07,-0.021407397466868885,2.115527546026848,1.249266,-0.1606,-0.272,67.91,-0.1488,0.9555,478.540676619378,500.8471847798553,367
0.5,3,0.08,-0.00553811853967517,2.119519190917046,1.32245,-0.0415,-0.0665,65.87,-0.0991,0.9874,452.7095572523141,458.48027677065556,368
0.5,3,0.09,0.011552557254915458,2.6940268637932268,1.34383,0.0681,0.1365,69.14,-0.067,1.0263,469.46855985297805,457.43079519335606,369
0.5,3,0.1,0.07204226619950159,3.519444811861336,1.328554,0.3249,0.8608,61.66,0.116,1.1773,498.4190560769953,423.35101469711464,370
0.5,3,0.11,0.14756896593131455,6.1677756642584995,1.155243,0.3798,2.0278,64.24,0.2215,1.4117,527.2733967899449,373.506534289515,371
0.5,3,0.12,0.15901362159880997,6.151644130843767,1.11574,0.4103,2.2624,58.79,0.3037,1.4912,503.0153639493589,337.32317024339886,372
0.5,3,0.13,0.18725560646528963,6.14164747466812,1.003527,0.484,2.9621,39.75,0.6735,1.6937,476.39965280879426,281.2793108719625,373
0.5,3,0.14,-0.014555478467879633,1.4464337531318765,0.980662,-0.1597,-0.2356,42.56,-0.143,0.942,246.263253002995,261.4300615665255,374
0.5,3,0.15,-0.02134928606279478,1.3821033064457589,0.945662,-0.2452,-0.3584,47.74,-0.1565,0.9035,208.24829634556195,230.4942524229941,375
0.5,4,0.01,-0.08646870757966019,0.9670293376289002,0.70344,-1.4194,-1.9513,68.23,-0.3008,0.7508,271.4516210632603,361.5520143612661,376
0.5,4,0.02,-0.09316602464517358,1.1140845407232016,0.805737,-1.3275,-1.8355,70.89,-0.3125,0.7677,320.75382993500267,417.8328276152737,377
0.5,4,0.03,-0.09220558570938236,1.3001761820214677,0.86526,-1.1258,-1.6917,75.57,-0.296,0.7915,364.80650732382884,460.8847276330053,378
0.5,4,0.04,-0.07684514341319909,1.6269496968478716,1.0437,-0.7498,-1.1688,78.0,-0.2589,0.842,426.7005095497405,506.77314898629396,379
0.5,4,0.05,-0.07922371096762928,1.833514887737311,1.186974,-0.6859,-1.0595,81.97,-0.2604,0.8513,472.6530944453818,555.2042012736515,380
0.5,4,0.06,-0.09947037109526974,2.0213164316481316,1.299832,-0.7812,-1.2148,84.42,-0.3064,0.8242,485.84767050640414,589.4957971876752,381
0.5,4,0.07,-0.09306323356918658,2.2632441872749416,1.394749,-0.6528,-1.0592,84.67,-0.3005,0.8311,477.1211829351193,574.0930723142118,382
0.5,4,0.08,-0.05693457319819999,2.6412902019500124,1.415191,-0.3422,-0.6386,80.09,-0.2443,0.8939,499.86283791234837,559.1886631848727,383
0.5,4,0.09,-0.04245055560179397,2.6316894023244255,1.40529,-0.2561,-0.4795,79.53,-0.2078,0.9157,480.72903137993876,524.9625103170081,384
0.5,4,0.1,-0.07385250878130467,1.7643000160315263,1.317466,-0.6645,-0.8899,78.85,-0.2563,0.8457,421.92262292490045,498.87693707502,385
0.5,4,0.11,-0.07370139389245589,1.7319115271610306,1.292056,-0.6755,-0.9055,78.39,-0.2559,0.8372,394.8570205550949,471.65387299103384,386
0.5,4,0.12,-0.053392474568160916,1.7120522467573587,1.216188,-0.4951,-0.6969,73.52,-0.2143,0.867,362.7738391828072,418.4087976828309,387
0.5,4,0.13,-0.06019672636078768,1.7165718716848493,1.24197,-0.5567,-0.7694,73.81,-0.2333,0.8405,330.42521983400627,393.150208701947,388
0.5,4,0.14,-0.03147456562300861,1.7090908786945445,1.214795,-0.2923,-0.4113,69.21,-0.1585,0.9076,322.30324974025945,355.09974711943437,389
0.5,4,0.15,-0.01304631429936433,1.7745812381417134,1.213689,-0.1167,-0.1706,69.07,-0.1011,0.9574,305.8090145598876,319.40327405982526,390
0.5,5,0.01,-0.07604582655349366,0.903890805816344,0.611191,-1.3355,-1.9751,67.96,-0.2689,0.7662,259.7144049808129,338.95415624955325,391
0.5,5,0.02,-0.06925576032752427,0.9588061208406072,0.662939,-1.1466,-1.6584,64.87,-0.2617,0.8006,289.6665101533275,361.8310124146078,392
0.5,5,0.03,-0.050029098046858775,1.0632028544883754,0.731725,-0.747,-1.0854,62.72,-0.2086,0.8646,332.95752419583675,385.08784436066355,393
0.5,5,0.04,-0.07143914987715771,1.284897863270187,0.892399,-0.8826,-1.2708,71.46,-0.2543,0.8324,369.71789817467464,444.1574923466729,394
0.5,5,0.05,-0.07750597637441428,1.366737844680895,0.962978,-0.9002,-1.2777,75.45,-0.2603,0.8311,397.4286097277082,478.1898371098478,395
0.5,5,0.06,-0.05899165549050285,1.5644887581776825,1.069147,-0.5986,-0.8759,75.49,-0.217,0.8751,430.6780784028507,492.1473834239546,396
0.5,5,0.07,-0.09148384026918926,1.6265433479311098,1.148697,-0.8929,-1.2643,77.55,-0.2986,0.8215,438.58349430768146,533.9096558681767,397
0.5,5,0.08,-0.07101487720690942,1.6987091141951072,1.168098,-0.6636,-0.9651,73.45,-0.2629,0.8625,464.2221990166414,538.2197010662411,398
0.5,5,0.09,-0.03280016808386301,1.8209394815077846,1.181684,-0.2859,-0.4406,65.57,-0.1766,0.9342,485.0977236560839,519.2754987994691,399
0.5,5,0.1,-0.04842083198399655,1.8693311546101161,1.23615,-0.4112,-0.6218,71.25,-0.2133,0.9058,485.1606815826573,535.6151885099815,400
0.5,5,0.11,-0.04886541770288221,2.0363913996022287,1.300917,-0.3809,-0.5963,72.98,-0.2179,0.905,484.7860836840292,535.7038489304324,401
0.5,5,0.12,-0.044873472904828585,2.085013095341134,1.354766,-0.3416,-0.5258,75.53,-0.2023,0.9131,491.3160745834195,538.0742333502509,402
0.5,5,0.13,-0.07106127298661863,1.9775822589657357,1.312868,-0.5704,-0.8592,77.5,-0.2615,0.8444,401.8778485814661,475.9236950335227,403
0.5,5,0.14,-0.07012297643794088,2.023509648737402,1.309936,-0.5501,-0.8498,79.58,-0.2534,0.8336,365.96509326121793,439.0332347095523,404
0.5,5,0.15,-0.06146509104845208,1.9444573941970171,1.216683,-0.5018,-0.802,81.93,-0.2206,0.8396,335.1521577187401,399.19878259122714,405
0.5,6,0.01,-0.0858868928250275,0.8684263837384213,0.623273,-1.57,-2.1875,65.83,-0.3072,0.7362,249.7366904505409,339.23083277421955,406
0.5,6,0.02,-0.08133133625320264,0.9806188169368685,0.681788,-1.3166,-1.8937,67.11,-0.2907,0.7728,288.2267092968957,372.97396167273286,407
0.5,6,0.03,-0.08845794025658545,1.087603431536015,0.770283,-1.2911,-1.823,71.28,-0.2969,0.7724,312.8878055387583,405.0609792861203,408
0.5,6,0.04,-0.09278323222132448,1.2230925386058182,0.876755,-1.2042,-1.6799,70.88,-0.3149,0.7865,356.138949903061,452.819077877681,409
0.5,6,0.05,-0.11059779990641337,1.3283929560211527,0.99405,-1.3217,-1.7662,76.48,-0.3399,0.7654,375.97041109721454,491.21331859969735,410
0.5,6,0.06,-0.11205847779260908,1.432043311235804,1.068413,-1.2422,-1.665,77.62,-0.3418,0.7712,393.67451985424935,510.439453714148,411
0.5,6,0.07,-0.11689122053782333,1.4894282664057976,1.091379,-1.2458,-1.7002,79.06,-0.3486,0.7663,399.3300106010003,521.1306624014122,412
0.5,6,0.08,-0.10101586658152377,1.5364270671259703,1.086544,-1.0437,-1.4759,75.31,-0.3283,0.7926,402.35887921778175,507.61741219572957,413
0.5,6,0.09,-0.07532273706267609,1.553492977281779,1.131754,-0.7697,-1.0565,67.48,-0.2928,0.8435,422.88799045006476,501.37428246937327,414
0.5,6,0.1,-0.0649888942505349,1.6846240698010637,1.177986,-0.6124,-0.8758,68.61,-0.2629,0.8673,442.6698018385766,510.3882296476339,415
0.5,6,0.11,-0.038031388712549,1.7217988777975608,1.19497,-0.3506,-0.5052,61.65,-0.2014,0.9199,455.2697038841794,494.8984109226553,416
0.5,6,0.12,-0.061127122529112225,1.927110227738091,1.303718,-0.5035,-0.7443,72.29,-0.2498,0.8767,452.6945231075961,516.388984782931,417
0.5,6,0.13,-0.07733879721007007,1.8883291717626285,1.317864,-0.6502,-0.9316,74.49,-0.2848,0.8338,404.19719474293265,484.78422143582554,418
0.5,6,0.14,-0.08295691829079692,1.8940515913569445,1.338238,-0.6953,-0.9841,76.86,-0.2908,0.8144,379.38760787388145,465.8287167328919,419
0.5,6,0.15,-0.08007074609684742,1.99094525724511,1.322887,-0.6384,-0.9608,78.0,-0.2825,0.8117,359.6267707267846,443.0604881596996,420
0.5,7,0.01,-0.12360793528107304,0.8862357226541838,0.682346,-2.2141,-2.8757,76.74,-0.3583,0.6497,238.85874869269935,367.6582172555775,421
0.5,7,0.02,-0.12876181691376623,0.9738667663064169,0.749008,-2.0989,-2.729,78.51,-0.364,0.6611,261.77708847941926,395.94690170356375,422
0.5,7,0.03,-0.13922325819805337,1.0597116118160739,0.816607,-2.0856,-2.7064,81.04,-0.3775,0.6645,287.3600780204318,432.43071306280336,423
0.5,7,0.04,-0.13018944721663064,1.1679715580643786,0.901962,-1.7695,-2.2913,79.7,-0.3665,0.7062,326.1395910041641,461.79699500389336,424
0.5,7,0.05,-0.12375790380341772,1.2751440369825788,0.968149,-1.5407,-2.0292,78.73,-0.3593,0.7327,353.5323114323261,482.48804719548735,425
0.5,7,0.06,-0.12405120601821493,1.3571027541412242,1.023662,-1.4511,-1.9237,79.77,-0.3576,0.7428,373.40128178669784,502.66263845767776,426
0.5,7,0.07,-0.15993083564209618,1.5119251408248071,1.176255,-1.6792,-2.1584,86.49,-0.4057,0.7023,393.12435142183125,559.7722821608954,427
0.5,7,0.08,-0.11807634510345259,1.4767841263294523,1.094986,-1.2692,-1.7118,78.36,-0.3542,0.7708,413.797601145848,536.8331527436455,428
0.5,7,0.09,-0.095892350946159,1.5821449364659026,1.138827,-0.9621,-1.3367,73.63,-0.3246,0.8145,438.6708391401546,538.5906688260523,429
0.5,7,0.1,-0.14333610583261422,1.6555924181380455,1.255886,-1.3744,-1.8118,84.77,-0.3856,0.7381,420.90606009416894,570.2622823717529,430
0.5,7,0.11,-0.17055092036174968,1.7392905064768376,1.344859,-1.5566,-2.0132,88.9,-0.4205,0.7012,417.04497750048273,594.7590365174259,431
0.5,7,0.12,-0.17820105394376418,1.958900605196629,1.59611,-1.4441,-1.7723,90.57,-0.4338,0.679,392.7136096167915,578.3991078261937,432
0.5,7,0.13,-0.1669599049761942,1.9419272851783158,1.582162,-1.3648,-1.6752,89.46,-0.4191,0.6838,376.2350422074898,550.2072631926842,433
0.5,7,0.14,-0.10540116274581224,1.7231945846715766,1.253344,-0.971,-1.335,79.57,-0.3279,0.7561,340.53483478850893,450.3628463696453,434
0.5,7,0.15,-0.10109160600027788,1.8405303432088638,1.313188,-0.8719,-1.222,80.11,-0.32,0.7657,344.2578949205007,449.59534837279034,435
0.5,8,0.01,-0.14585170038643736,0.8656635374777608,0.681286,-2.6746,-3.3985,81.83,-0.384,0.5915,220.09975032355175,372.07722212621945,436
0.5,8,0.02,-0.13408712698738054,0.9576078125554194,0.732442,-2.2228,-2.9061,80.17,-0.368,0.6416,250.16079994827135,389.8795862691219,437
0.5,8,0.03,-0.15135062969101537,1.0214370424358215,0.793468,-2.3522,-3.028,83.31,-0.3915,0.6343,273.54445029437244,431.25180643241043,438
0.5,8,0.04,-0.1766105270735491,1.0959139800363056,0.872123,-2.5582,-3.2147,87.32,-0.4227,0.6071,284.36498447254735,468.3931536831856,439
0.5,8,0.05,-0.18897202092019832,1.1829224881783709,0.93676,-2.536,-3.2024,89.18,-0.4373,0.6019,297.6633382186639,494.57218401751055,440
0.5,8,0.06,-0.17974796258431097,1.3392061663133596,1.054317,-2.1307,-2.7064,88.25,-0.4291,0.6471,343.49674624546844,530.7941232583206,441
0.5,8,0.07,-0.17585609181415515,1.4525241205663946,1.137126,-1.9219,-2.455,88.03,-0.4261,0.6723,375.86151639859673,559.1035640689464,442
0.5,8,0.08,-0.15666485504067393,1.5037712934145024,1.141625,-1.6538,-2.1785,85.78,-0.4024,0.7036,387.4790833847244,550.7238623371067,443
0.5,8,0.09,-0.1595869231009437,1.8176076097367075,1.45566,-1.3938,-1.7404,87.13,-0.4125,0.7162,419.6643297371602,585.9539036083435,444
0.5,8,0.1,-0.17942280003233582,1.7871971217537932,1.465798,-1.5937,-1.9431,89.63,-0.435,0.676,390.13874172407725,577.0972993577712,445
0.5,8,0.11,-0.1983665454876181,1.8603391062408658,1.543697,-1.6927,-2.0399,91.83,-0.4578,0.6536,389.94252352359354,596.6404639216915,446
0.5,8,0.12,-0.20885885711656843,1.9211201580819917,1.587356,-1.7258,-2.0887,92.92,-0.4704,0.6355,379.3729969002238,597.0039260156881,447
0.5,8,0.13,-0.250672678018779,2.048494180057951,1.720741,-1.9426,-2.3126,95.55,-0.5201,0.5912,377.7074849214445,638.9084154170123,448
0.5,8,0.14,-0.21024007377001522,2.1027485870579086,1.708131,-1.5872,-1.9539,93.43,-0.4754,0.6292,371.75478156739393,590.8249384357498,449
0.5,8,0.15,-0.170641478374208,2.0396359887285187,1.616608,-1.3281,-1.6756,89.97,-0.4262,0.6725,365.0553974565161,542.863817922441,450
0.5,9,0.01,-0.12546554947680885,0.9162205615317964,0.711072,-2.1738,-2.801,77.55,-0.3596,0.646,238.59419534363698,369.3292978984718,451
0.5,9,0.02,-0.13404448909302222,0.9628722221256748,0.753364,-2.2099,-2.8245,79.66,-0.3704,0.6467,255.66344951447877,395.3378071494079,452
0.5,9,0.03,-0.13814394513615808,1.0151516279241264,0.796317,-2.1602,-2.7539,80.54,-0.3765,0.6612,280.9395690119705,424.88555984384726,453
0.5,9,0.04,-0.13516297460515544,1.0910459809863506,0.857489,-1.9666,-2.5022,79.95,-0.3745,0.6864,308.2575141385819,449.0973336771538,454
0.5,9,0.05,-0.15109613883180434,1.1610670217021881,0.92101,-2.0658,-2.6043,83.1,-0.3952,0.6706,320.508776017975,477.9509526807151,455
0.5,9,0.06,-0.1556360443278818,1.242059873526577,0.986111,-1.9892,-2.5054,84.26,-0.4008,0.6728,333.46446906480895,495.6372272544618,456
0.5,9,0.07,-0.16386415376955274,1.3127564590135408,1.033604,-1.9815,-2.5167,86.34,-0.4085,0.6732,351.67159785345746,522.4180460813316,457
0.5,9,0.08,-0.1392510417406074,1.4262663222119163,1.11227,-1.5499,-1.9874,82.71,-0.3796,0.7297,391.7516763247273,536.8512618184402,458
0.5,9,0.09,-0.18202635419714427,1.5772961269163488,1.289244,-1.832,-2.2413,89.22,-0.4348,0.6759,395.47257709120805,585.1440381646323,459
0.5,9,0.1,-0.19437039586128518,1.6111923584168992,1.321581,-1.9151,-2.3347,90.44,-0.4506,0.6582,390.0628459761765,592.5967984636358,460
0.5,9,0.11,-0.18311928665748217,1.761245319251236,1.405199,-1.6505,-2.0687,89.61,-0.44,0.6906,425.84592305259525,616.6562197496917,461
0.5,9,0.12,-0.17021180620676662,1.7877190716815237,1.425584,-1.5114,-1.8954,88.17,-0.4253,0.7053,424.5499924831564,601.9106945506071,462
0.5,9,0.13,-0.2007279525701546,1.817159389211834,1.481159,-1.7535,-2.1513,91.57,-0.461,0.6604,406.6939283303984,615.8524549084996,463
0.5,9,0.14,-0.1924328095713288,1.833907080459776,1.501522,-1.6657,-2.0345,91.0,-0.451,0.6536,378.28103515077345,578.796022724098,464
0.5,9,0.15,-0.20001047012962622,1.839341454808283,1.522719,-1.7262,-2.0851,91.64,-0.4603,0.6332,359.7522172607957,568.1631271358663,465
0.5,10,0.01,-0.1215554050774045,0.8653991690833662,0.664789,-2.2298,-2.9026,76.07,-0.3561,0.6457,230.8138539196805,357.474586010336,466
0.5,10,0.02,-0.11672153477479455,0.9247089220030579,0.709777,-2.0038,-2.6105,74.91,-0.351,0.6778,255.80628843435784,377.4301276696937,467
0.5,10,0.03,-0.10857013194751511,0.9758084297199775,0.748268,-1.7662,-2.3033,72.64,-0.3422,0.7089,275.4806014853641,388.6106789746748,468
0.5,10,0.04,-0.10592130853660708,1.0581893362360775,0.820208,-1.589,-2.05,72.37,-0.3387,0.7336,303.91186519377857,414.28186868892317,469
0.5,10,0.05,-0.09069327247171582,1.2168090747894509,0.918082,-1.1832,-1.5682,68.62,-0.3193,0.7873,349.8324076623154,444.33479757784323,470
0.5,10,0.06,-0.09698539223073312,1.2747012697785507,0.980787,-1.2078,-1.5698,72.76,-0.3201,0.7839,366.68176548236386,467.74054418678776,471
0.5,10,0.07,-0.10549662681839138,1.4686892037936152,1.080093,-1.1403,-1.5505,77.43,-0.3281,0.786,403.8351595658268,513.7626447105905,472
0.5,10,0.08,-0.10323217891187876,1.5192766571055607,1.120751,-1.0786,-1.4622,76.52,-0.3283,0.7965,421.12281391631836,528.690744342496,473
0.5,10,0.09,-0.13055708700356888,1.6330178285396548,1.242969,-1.2691,-1.6674,82.73,-0.3679,0.7605,431.99019116888576,568.0306758266046,474
0.5,10,0.1,-0.1278790180276514,1.6846743793687617,1.286531,-1.205,-1.5779,81.4,-0.37,0.7703,446.78485368717367,580.0347904719864,475
0.5,10,0.11,-0.1205127855212271,1.688557442371955,1.272068,-1.133,-1.5039,79.99,-0.3602,0.7838,455.1268704481983,580.701192961317,476
0.5,10,0.12,-0.1314455603181663,1.7435601956249789,1.314588,-1.1968,-1.5873,83.56,-0.3699,0.7665,449.56965957806113,586.5359334295905,477
0.5,10,0.13,-0.1310493343613126,1.7519683550810101,1.328774,-1.1874,-1.5656,83.36,-0.3704,0.7621,437.49790036921024,574.0513067736979,478
0.5,10,0.14,-0.14624755601702705,1.7289821260411706,1.353592,-1.3428,-1.7151,86.01,-0.3885,0.7239,399.4523996907806,551.8423530605228,479
0.5,10,0.15,-0.14395663944027642,1.7682315973989164,1.366338,-1.2924,-1.6725,86.27,-0.3841,0.7288,403.16934138680176,553.1721596835698,480
