Date,Price
5/5/23,1305.27
5/8/23,1203.05
5/9/23,1217.77
5/10/23,1219.33
5/11/23,1179.36
5/12/23,1172.35
5/15/23,1209.72
5/16/23,1191.88
5/17/23,1210.97
5/18/23,1183.27
5/19/23,1189.49
5/22/23,1190.56
5/23/23,1205.94
5/24/23,1166.47
5/25/23,1175.44
5/26/23,1189.58
5/29/23,1225.11
5/30/23,1234.5
5/31/23,1200.53
6/1/23,1197.56
6/2/23,1217.02
6/5/23,1143.28
6/6/23,1199.97
6/7/23,1165.73
6/8/23,1167.51
6/9/23,1155.74
6/12/23,1103.03
6/13/23,1109.66
6/14/23,1109.15
6/15/23,1083.21
6/16/23,1118.16
6/19/23,1126.99
6/20/23,1174.46
6/21/23,1252.7
6/22/23,1256.32
6/23/23,1281.18
6/26/23,1254.04
6/27/23,1273.32
6/28/23,1238.47
6/29/23,1260.52
6/30/23,1274.8
7/3/23,1312.61
7/4/23,1287.96
7/5/23,1271.44
7/6/23,1265.19
7/7/23,1259.89
7/10/23,1285.62
7/11/23,1273.62
7/12/23,1263.58
7/13/23,1338.73
7/14/23,1276.55
7/17/23,1263.67
7/18/23,1257.87
7/19/23,1274.43
7/20/23,1262.78
7/21/23,1269.34
7/24/23,1233.27
7/25/23,1236.42
7/26/23,1247.45
7/27/23,1238.85
7/28/23,1247.37
7/31/23,1236.79
8/1/23,1240.12
8/2/23,1230.86
8/3/23,1233.37
8/4/23,1223.13
8/7/23,1225.64
8/8/23,1255.98
8/9/23,1240.05
8/10/23,1239.69
8/11/23,1237.27
8/14/23,1236.68
8/15/23,1223.89
8/16/23,1216.93
8/17/23,1167.46
8/18/23,1098.61
8/21/23,1102.17
8/22/23,1081.57
8/23/23,1121.81
8/24/23,1096.84
8/25/23,1093.73
8/28/23,1095.33
8/29/23,1164.94
8/30/23,1137.65
8/31/23,1099.05
9/1/23,1077.05
9/4/23,1087.05
9/5/23,1081.72
9/6/23,1081.62
9/7/23,1087.94
9/8/23,1087.52
9/11/23,1039.77
9/12/23,1081.45
9/13/23,1084.57
9/14/23,1107.04
9/15/23,1097.71
9/18/23,1115.4
9/19/23,1127.31
9/20/23,1113.81
9/21/23,1098.32
9/22/23,1096.21
9/25/23,1091.3
9/26/23,1088.07
9/27/23,1089.84
9/28/23,1126.44
9/29/23,1123.25
10/2/23,1155.2
10/3/23,1130.67
10/4/23,1137.81
10/5/23,1129.83
10/6/23,1149.61
10/9/23,1122.72
10/10/23,1114.37
10/11/23,1095.51
10/12/23,1087.13
10/13/23,1092.64
10/16/23,1150.07
10/17/23,1145.26
10/18/23,1136.54
10/19/23,1151.81
10/20/23,1182.89
10/23/23,1258.53
10/24/23,1334.45
10/25/23,1364.56
10/26/23,1344.47
10/27/23,1332.56
10/30/23,1363.62
10/31/23,1367.28
11/1/23,1378.66
11/2/23,1387.87
11/3/23,1374.09
11/6/23,1416.5
11/7/23,1434.16
11/8/23,1434.55
11/9/23,1479.14
11/10/23,1519.45
11/13/23,1509.54
11/14/23,1444.66
11/15/23,1534.02
11/16/23,1466.84
11/17/23,1475.43
11/20/23,1525.92
11/21/23,1491.03
11/22/23,1528.32
11/23/23,1514.66
11/24/23,1536.12
11/27/23,1484.43
11/28/23,1542.42
11/29/23,1517.65
11/30/23,1523.3
12/1/23,1560.62
12/4/23,1665.26
12/5/23,1726.29
12/6/23,1729
12/7/23,1732.87
12/8/23,1785.38
12/11/23,1657.78
12/12/23,1672.88
12/13/23,1737.89
12/14/23,1744.96
12/15/23,1719.92
12/18/23,1693.07
12/19/23,1698.14
12/20/23,1742.18
12/21/23,1782.18
12/22/23,1795.42
12/25/23,1801.47
12/26/23,1753.78
12/27/23,1824.2
12/28/23,1791.23
12/29/23,1766.24
1/1/24,1826.7
1/2/24,1853.64
1/3/24,1762.44
1/4/24,1816.99
1/5/24,1792.92
1/8/24,1873.18
1/9/24,1843.41
1/10/24,1878.76
1/11/24,1917.59
1/12/24,1837.5
1/15/24,1812.09
1/16/24,1828.77
1/17/24,1805.77
1/18/24,1724.7
1/19/24,1753.55
1/22/24,1684.17
1/23/24,1622.23
1/24/24,1637.12
1/25/24,1651.16
1/26/24,1723.76
1/29/24,1776.51
1/30/24,1800.61
1/31/24,1746.99
2/1/24,1762.01
2/2/24,1764.78
2/5/24,1745.39
2/6/24,1780.91
2/7/24,1821.5
2/8/24,1862
2/9/24,1930.85
2/12/24,2037.23
2/13/24,2011.83
2/14/24,2103
2/15/24,2117.17
2/16/24,2110.99
2/19/24,2143.79
2/20/24,2149.67
2/21/24,2101.21
2/22/24,2159.33
2/23/24,2122.03
2/26/24,2265.24
2/27/24,2341.72
2/28/24,2439.59
2/29/24,2517.34
3/1/24,2556.85
3/4/24,2728.13
3/5/24,2507.63
3/6/24,2765.96
3/7/24,2816.28
3/8/24,2863.74
3/11/24,2966.12
3/12/24,2953.84
3/13/24,3033.45
3/14/24,2870.76
3/15/24,2856.93
3/18/24,2753.03
3/19/24,2646.99
3/20/24,2698.68
3/21/24,2694.42
3/22/24,2639.47
3/25/24,2920.82
3/26/24,2856.4
3/27/24,2814.42
3/28/24,2892.87
3/29/24,2861.73
4/1/24,2844
4/2/24,2692.01
4/3/24,2686.5
4/4/24,2778.89
4/5/24,2728.5
4/8/24,2923.78
4/9/24,2810.16
4/10/24,2834.47
4/11/24,2843.3
4/12/24,2638.44
4/15/24,2507.91
4/16/24,2472.06
4/17/24,2421.8
4/18/24,2508.08
4/19/24,2543.69
4/22/24,2645.17
4/23/24,2650.85
4/24/24,2557.05
4/25/24,2579.79
4/26/24,2541.29
4/29/24,2515.38
4/30/24,2349.26
5/1/24,2298.09
5/2/24,2391.22
5/3/24,2487.07
5/6/24,2525.37
5/7/24,2513.92
5/8/24,2475.66
5/9/24,2496.46
5/10/24,2424.87
5/13/24,2499.53
5/14/24,2432.61
5/15/24,2592.07
5/16/24,2553.09
5/17/24,2639.7
5/20/24,2789.09
5/21/24,2808.14
5/22/24,2821.87
5/23/24,2744.23
5/24/24,2794.97
5/27/24,2820.69
5/28/24,2793.45
5/29/24,2745.71
5/30/24,2783.79
5/31/24,2753.07
6/3/24,2800.99
6/4/24,2852.98
6/5/24,2897.64
6/6/24,2857.41
6/7/24,2785.93
6/10/24,2777.44
6/11/24,2672.74
6/12/24,2691.72
6/13/24,2650.19
6/14/24,2596.32
6/17/24,2651.35
6/18/24,2538.3
6/19/24,2584.58
6/20/24,2586.92
6/21/24,2561.3
6/24/24,2384.02
6/25/24,2494.66
6/26/24,2464.13
6/27/24,2491.79
6/28/24,2434.65
7/1/24,2540.73
7/2/24,2501.26
7/3/24,2396.94
7/4/24,2321.54
7/5/24,2241.77
7/8/24,2254.5
7/9/24,2308.09
7/10/24,2304.67
7/11/24,2303.08
7/12/24,2314.9
7/15/24,2542.15
7/16/24,2605.69
7/17/24,2576.5
7/18/24,2539.12
7/19/24,2672.21
7/22/24,2700.93
7/23/24,2606.25
7/24/24,2595.96
7/25/24,2513.74
7/26/24,2644.81
7/29/24,2633.16
7/30/24,2579.79
7/31/24,2559.99
8/1/24,2469.51
8/2/24,2416.16
8/5/24,2032.12
8/6/24,2156.85
8/7/24,2072.77
8/8/24,2250.05
8/9/24,2287.1
8/12/24,2248.98
8/13/24,2309.62
8/14/24,2252.22
8/15/24,2176.48
8/16/24,2258.47
8/19/24,2248.12
8/20/24,2270.96
8/21/24,2337.29
8/22/24,2301.33
8/23/24,2423.32
8/26/24,2393.52
8/27/24,2343.48
8/28/24,2231.94
8/29/24,2241
8/30/24,2217.9
9/2/24,2206.33
9/3/24,2179.03
9/4/24,2178.66
9/5/24,2106.27
9/6/24,2011.83
9/9/24,2152.8
9/10/24,2182.66
9/11/24,2165.1
9/12/24,2195.06
9/13/24,2242.1
9/16/24,2158
9/17/24,2227.52
9/18/24,2221.63
9/19/24,2348.59
9/20/24,2352.87
9/23/24,2399.83
9/24/24,2428.65
9/25/24,2385.25
9/26/24,2449.31
9/27/24,2490.82
9/30/24,2401.2
10/1/24,2315.32
10/2/24,2248.59
10/3/24,2266.72
10/4/24,2326.58
10/7/24,2361.58
10/8/24,2326.65
10/9/24,2283.53
10/10/24,2236.51
10/11/24,2353.6
10/14/24,2465.85
10/15/24,2485.05
10/16/24,2506.26
10/17/24,2470.47
10/18/24,2534.13
10/21/24,2525.4
10/22/24,2507.44
10/23/24,2458.02
10/24/24,2518.45
10/25/24,2454.67
10/28/24,2535.23
10/29/24,2636.31
10/30/24,2619.45
10/31/24,2533.26
11/1/24,2513.41
11/4/24,2427.31
11/5/24,2496.4
11/6/24,2741.75
11/7/24,2797.14
11/8/24,2807.57
11/11/24,3196.77
11/12/24,3239.36
11/13/24,3211.16
11/14/24,3147.65
11/15/24,3256.96
11/18/24,3308.61
11/19/24,3322.37
11/20/24,3355.03
11/21/24,3515.05
11/22/24,3554.42
11/25/24,3501.53
11/26/24,3353.89
11/27/24,3575.3
11/28/24,3513.86
11/29/24,3604.81
12/2/24,3588.49
12/3/24,3629.41
12/4/24,3775.3
12/5/24,3762.61
12/6/24,3880.75
12/9/24,3616.14
12/10/24,3582.07
12/11/24,3782.34
12/12/24,3773.02
12/13/24,3818.29
12/16/24,3925.16
12/17/24,3928.5
12/18/24,3687.26
12/19/24,3477.42
12/20/24,3496.52
12/23/24,3420.99
12/24/24,3543.55
12/25/24,3594.27
12/26/24,3454.76
12/27/24,3435.97
12/30/24,3441
12/31/24,3399.89
1/1/25,3450.94
1/2/25,3548.67
1/3/25,3632.57
1/6/25,3754.64
1/7/25,3517.33
1/8/25,3412.43
1/9/25,3329.99
1/10/25,3426.65
1/13/25,3348.61
1/14/25,3460.54
1/15/25,3602.64
1/16/25,3630.35
1/17/25,3786.71
1/20/25,3690.04
1/21/25,3769.18
1/22/25,3717.94
1/23/25,3671.06
1/24/25,3724.92
1/27/25,3576.75
1/28/25,3547.74
1/29/25,3642.63
1/30/25,3691.53
1/31/25,3616.08
2/3/25,3428.67
2/4/25,3350.95
2/5/25,3312.02
2/6/25,3287.76
2/7/25,3227.41
2/10/25,3311.31
2/11/25,3248.14
2/12/25,3321.55
2/13/25,3291.99
2/14/25,3334.09
2/17/25,3283.68
2/18/25,3194.97
2/19/25,3271.04
2/20/25,3348.09
2/21/25,3225.67
2/24/25,3180.33
2/25/25,2996.47
2/26/25,2869.83
2/27/25,2831.11
2/28/25,2849.61
3/3/25,2880.29
3/4/25,2897.51
3/5/25,3022.38
3/6/25,2975.57
3/7/25,2915.45
3/10/25,2609.96
3/11/25,2740.87
3/12/25,2723.7
3/13/25,2646.7
3/14/25,2787.58
3/17/25,2797.8
3/18/25,2730.85
3/19/25,2840.46
3/20/25,2794.38
3/21/25,2787.16
3/24/25,2929.33
3/25/25,2927.77
3/26/25,2863.22
3/27/25,2880.09
3/28/25,2750.49
3/31/25,2694.47
4/1/25,2773.87
4/2/25,2824.06
4/3/25,2657.93
4/4/25,2722.16
4/7/25,2494.66
4/8/25,2442.88
4/9/25,2643.05
4/10/25,2544.76
4/11/25,2672.15
4/14/25,2717.19
4/15/25,2681.1
4/16/25,2688.2
4/17/25,2698.66
4/18/25,2697.31
4/21/25,2769.25
4/22/25,2901.16
4/23/25,2975.85
4/24/25,2979.19
4/25/25,3029.9
4/28/25,3018.17
4/29/25,3033.46
4/30/25,2985.3
5/1/25,3061.26
5/2/25,3063.84
5/5/25,2984.7
5/6/25,2991.31
5/7/25,3019.61
5/8/25,3229.73
5/9/25,3331.6
5/12/25,3342.94
5/13/25,3464.68
5/14/25,3402.35
5/15/25,3366.38
5/16/25,3394.94
5/19/25,3405.5
5/20/25,3437.54
5/21/25,3489.12
5/22/25,3585.28
5/23/25,3503.01
5/26/25,3498.34
5/27/25,3550.07
5/28/25,3449.09
5/29/25,3424.44
5/30/25,3368.61
6/2/25,3345.77
6/3/25,3422.73
6/4/25,3377.15
6/5/25,3267.9
6/6/25,3325.02
6/9/25,3465.15
6/10/25,3530.31
6/11/25,3514.93
6/12/25,3430.15
6/13/25,3343.07
6/16/25,3477.87
6/17/25,3336.44
6/18/25,3296.62
6/19/25,3314.71
6/20/25,3268.66
6/23/25,3240.98
6/24/25,3338.43
6/25/25,3386.57
6/26/25,3369.44
6/27/25,3346.87
6/30/25,3420.34
7/1/25,3317.92
7/2/25,3474.38
7/3/25,3473.9
7/4/25,3386.58
7/7/25,3421.39
7/8/25,3454.19
7/9/25,3566.17
7/10/25,3626.28
7/11/25,3813.51
7/14/25,3858.79
7/15/25,3774.8
7/16/25,3927.63
7/17/25,3944.17
7/18/25,3947.92
7/21/25,3992.8
7/22/25,4042.74
7/23/25,3966.87
7/24/25,4005.19
7/25/25,3922.44
7/28/25,4000.6
7/29/25,3965.73
7/30/25,3939.24
7/31/25,3929.05
8/1/25,3794.16
8/4/25,3857.45
8/5/25,3799.1
8/6/25,3872.57
8/7/25,3968.99
8/8/25,4004.61
8/11/25,4078.31
8/12/25,4163.65
8/13/25,4288.33
8/14/25,4113.79
8/15/25,4057.32
8/18/25,4047.38
8/19/25,3910.04
8/20/25,4000.72
8/21/25,3910.33
8/22/25,4155.66
8/25/25,3908.78
8/26/25,3971.41
8/27/25,3989.55
8/28/25,3964.75
8/29/25,3842.49
9/1/25,3861.97
9/2/25,3894.92
9/3/25,3972.06
9/4/25,3863.46
9/5/25,3928.93
9/8/25,3961.06
9/9/25,3947.01
9/10/25,4013.94
9/11/25,4060.44
9/12/25,4172.75
9/15/25,4086.78
9/16/25,4139.49
9/17/25,4118.16
9/18/25,4201.16
9/19/25,4095.45
9/22/25,3938.68
9/23/25,3933.75
9/24/25,3988.69
9/25/25,3810.31
9/26/25,3830.88
9/29/25,3999.07
9/30/25,3985.17
10/1/25,4109.63
10/2/25,4245.73
10/3/25,4302.85
10/6/25,4407.06
10/7/25,4260.9
10/8/25,4324.21
10/9/25,4205.71
10/10/25,4029.98
10/13/25,4035.17
10/14/25,3903.03
10/15/25,3833.42
10/16/25,3722.61
10/17/25,3650.78
10/20/25,3811.85
10/21/25,3835.67
10/22/25,3686.42
10/23/25,3769.29
10/24/25,3795.19
10/27/25,3963.53
10/28/25,3901.03
10/29/25,3805.56
10/30/25,3628.61
10/31/25,3762.7
11/3/25,3577.49
11/4/25,3356.35
11/5/25,3497.33
11/6/25,3385.76
11/7/25,3522.52
11/10/25,3606.91
11/11/25,3482.41
11/12/25,3440.49
11/13/25,3301.04
11/14/25,3201.1
11/17/25,3100.08
11/18/25,3164.56
11/19/25,3028.22
11/20/25,2932.63
11/21/25,2851.72
11/24/25,3035.81
11/25/25,2981.23
11/26/25,3067.42
11/27/25,3107.75
11/28/25,3095.54
12/1/25,2874.73
12/2/25,3074.62
12/3/25,3155.62
12/4/25,3134.81
12/5/25,3022.49
12/8/25,3084.75
12/9/25,3175.92
12/10/25,3158.21
12/11/25,3109.61
12/12/25,3045.09
12/15/25,2894.49
12/16/25,2949.97
12/17/25,2873.92
12/18/25,2819.55
12/19/25,2960.82
12/22/25,2957.8
12/23/25,2937.57
12/24/25,2927.08
12/25/25,2937.4
12/26/25,2925.07
12/29/25,2918.43
12/30/25,2942.36
12/31/25,2932.43
1/1/26,2957.53
1/2/26,3032.81
1/5/26,3199.59
1/6/26,3153.46
1/7/26,3090.72
1/8/26,3079
1/9/26,3054.2
1/12/26,3088.14
1/13/26,3191.36
1/14/26,3296.97
1/15/26,3206.21
1/16/26,3221.2
1/19/26,3132.66
1/20/26,2999.17
1/21/26,3025.69
1/22/26,2986.77
1/23/26,2986.5
