"Date","Price","Open","High","Low","Vol.","Change %"
"12/30/2025","1.9680","1.9650","2.0000","1.9560","1.27M","0.10%"
"12/29/2025","1.9660","2.0740","2.1010","1.9600","1.89M","-5.21%"
"12/28/2025","2.0740","2.0800","2.1110","2.0560","976.60K","-0.29%"
"12/27/2025","2.0800","2.0480","2.0980","2.0290","1.15M","1.56%"
"12/26/2025","2.0480","1.9570","2.0590","1.9510","1.11M","4.60%"
"12/25/2025","1.9580","1.9840","2.0210","1.9550","1.26M","-1.21%"
"12/24/2025","1.9820","1.9710","1.9920","1.9170","1.26M","0.56%"
"12/23/2025","1.9710","1.9500","2.0000","1.9180","1.37M","1.08%"
"12/22/2025","1.9500","1.9430","1.9990","1.9260","1.35M","0.46%"
"12/21/2025","1.9410","1.9830","1.9960","1.9070","830.05K","-2.12%"
"12/20/2025","1.9830","1.9650","2.0040","1.9590","862.58K","0.92%"
"12/19/2025","1.9650","1.8520","1.9890","1.8460","2.52M","6.04%"
"12/18/2025","1.8530","1.9440","1.9740","1.8330","3.79M","-4.68%"
"12/17/2025","1.9440","1.9990","2.0880","1.9230","2.74M","-2.75%"
"12/16/2025","1.9990","2.0500","2.0680","1.9910","2.45M","-2.49%"
"12/15/2025","2.0500","2.1030","2.1630","2.0040","1.70M","-2.52%"
"12/14/2025","2.1030","2.1830","2.1910","2.0880","1.28M","-3.66%"
"12/13/2025","2.1830","2.1430","2.1950","2.1390","775.34K","2.01%"
"12/12/2025","2.1400","2.1840","2.2050","2.0720","2.11M","-2.06%"
"12/11/2025","2.1850","2.2670","2.2720","2.1600","2.11M","-3.62%"
"12/10/2025","2.2670","2.3290","2.3720","2.2460","2.87M","-2.49%"
"12/09/2025","2.3250","2.2490","2.4200","2.1950","1.88M","3.38%"
"12/08/2025","2.2490","2.1790","2.2710","2.1740","1.24M","3.17%"
"12/07/2025","2.1800","2.2390","2.2490","2.1390","1.11M","-2.64%"
"12/06/2025","2.2390","2.2000","2.2820","2.1860","1.01M","1.91%"
"12/05/2025","2.1970","2.3110","2.3360","2.1520","1.53M","-4.93%"
"12/04/2025","2.3110","2.3970","2.4080","2.2850","1.23M","-3.43%"
"12/03/2025","2.3930","2.3700","2.4170","2.3150","1.91M","1.18%"
"12/02/2025","2.3650","2.2710","2.4310","2.2470","1.67M","4.28%"
"12/01/2025","2.2680","2.3770","2.3800","2.1450","3.36M","-4.51%"
"11/30/2025","2.3750","2.4270","2.4540","2.3720","902.70K","-2.14%"
"11/29/2025","2.4270","2.4390","2.4550","2.3920","946.42K","-0.53%"
"11/28/2025","2.4400","2.5200","2.5370","2.4280","1.16M","-3.21%"
"11/27/2025","2.5210","2.5240","2.5560","2.5030","1.24M","-0.20%"
"11/26/2025","2.5260","2.4680","2.5610","2.4350","1.56M","2.39%"
"11/25/2025","2.4670","2.5010","2.5320","2.4140","1.35M","-1.40%"
"11/24/2025","2.5020","2.4970","2.5450","2.3880","2.52M","0.24%"
"11/23/2025","2.4960","2.5140","2.5680","2.4840","1.83M","-0.72%"
"11/22/2025","2.5140","2.5150","2.5300","2.4400","1.64M","-0.12%"
"11/21/2025","2.5170","2.7380","2.8260","2.4490","3.57M","-8.07%"
"11/20/2025","2.7380","2.7290","3.1350","2.7190","7.16M","0.22%"
"11/19/2025","2.7320","2.7600","2.7880","2.6190","1.69M","-1.01%"
"11/18/2025","2.7600","2.7060","2.8220","2.6710","2.50M","1.96%"
"11/17/2025","2.7070","2.7660","2.9100","2.6860","2.49M","-2.13%"
"11/16/2025","2.7660","2.8540","2.8820","2.6990","1.63M","-3.05%"
"11/15/2025","2.8530","2.7990","2.9970","2.7990","1.65M","1.86%"
"11/14/2025","2.8010","2.8640","2.9110","2.7500","2.52M","-2.34%"
"11/13/2025","2.8680","2.8910","3.0120","2.7690","2.00M","-0.73%"
"11/12/2025","2.8890","2.9420","3.1140","2.8620","1.99M","-1.80%"
"11/11/2025","2.9420","3.1090","3.1550","2.9370","2.26M","-5.31%"
"11/10/2025","3.1070","2.9720","3.1520","2.9500","2.45M","4.54%"
"11/09/2025","2.9720","2.9510","3.0020","2.8380","4.22M","0.64%"
"11/08/2025","2.9530","3.0500","3.1540","2.8900","3.26M","-3.18%"
"11/07/2025","3.0500","2.6500","3.1680","2.6470","5.99M","15.18%"
"11/06/2025","2.6480","2.6670","2.6780","2.5360","2.33M","-0.71%"
"11/05/2025","2.6670","2.5080","2.6850","2.4070","2.88M","6.42%"
"11/04/2025","2.5060","2.5100","2.6410","2.3580","6.56M","0.00%"
"11/03/2025","2.5060","3.0560","3.0610","2.4750","6.97M","-17.94%"
"11/02/2025","3.0540","3.0300","3.0780","2.9540","1.64M","0.79%"
"11/01/2025","3.0300","2.9620","3.0470","2.9460","1.25M","2.30%"
"10/31/2025","2.9620","2.9370","3.0320","2.9370","1.96M","0.37%"
"10/30/2025","2.9510","3.0970","3.1530","2.8570","2.46M","-4.65%"
"10/29/2025","3.0950","3.0980","3.1760","3.0410","1.68M","-0.06%"
"10/28/2025","3.0970","3.1790","3.2130","3.0410","1.92M","-2.55%"
"10/27/2025","3.1780","3.2550","3.2820","3.1610","1.36M","-2.37%"
"10/26/2025","3.2550","3.1500","3.2790","3.1190","1.35M","3.33%"
"10/25/2025","3.1500","3.1850","3.1960","3.1380","753.38K","-1.13%"
"10/24/2025","3.1860","3.1840","3.2240","3.1280","1.74M","0.13%"
"10/23/2025","3.1820","3.1150","3.2330","3.1100","1.24M","2.18%"
"10/22/2025","3.1140","3.1850","3.2250","3.0540","1.98M","-2.29%"
"10/21/2025","3.1870","3.2720","3.3720","3.1700","2.40M","-2.63%"
"10/20/2025","3.2730","3.2280","3.3260","3.1800","1.71M","1.39%"
"10/19/2025","3.2280","3.1850","3.2850","3.1160","1.66M","1.35%"
"10/18/2025","3.1850","3.1510","3.2330","3.1440","977.37K","1.05%"
"10/17/2025","3.1520","3.2560","3.3040","3.0210","2.59M","-3.19%"
"10/16/2025","3.2560","3.3360","3.4200","3.2010","2.30M","-2.31%"
"10/15/2025","3.3330","3.4710","3.5190","3.2850","2.14M","-4.03%"
"10/14/2025","3.4730","3.6540","3.6660","3.2990","3.81M","-4.74%"
"10/13/2025","3.6460","3.4840","3.6640","3.4460","3.48M","4.68%"
"10/12/2025","3.4830","3.1370","3.5460","3.0390","3.86M","10.99%"
"10/11/2025","3.1380","2.9370","3.2950","2.8610","8.69M","6.48%"
"10/10/2025","2.9470","4.0610","4.1870","1.8450","12.05M","-27.36%"
"10/09/2025","4.0570","4.1760","4.1850","3.9870","1.80M","-2.78%"
"10/08/2025","4.1730","4.0560","4.2040","4.0190","1.47M","2.94%"
"10/07/2025","4.0540","4.2730","4.2960","4.0430","3.14M","-5.15%"
"10/06/2025","4.2740","4.1420","4.3050","4.1120","2.01M","3.04%"
"10/05/2025","4.1480","4.1350","4.3050","4.1140","2.30M","0.24%"
"10/04/2025","4.1380","4.2800","4.2930","4.0890","1.36M","-3.30%"
"10/03/2025","4.2790","4.3180","4.3510","4.1970","2.22M","-0.83%"
"10/02/2025","4.3150","4.1380","4.3210","4.1310","3.02M","4.33%"
"10/01/2025","4.1360","4.1030","4.2550","4.0650","4.43M","0.88%"
"09/30/2025","4.1000","4.1110","4.1130","3.9800","1.34M","-0.29%"
"09/29/2025","4.1120","4.1790","4.1840","4.0090","1.51M","-1.70%"
"09/28/2025","4.1830","4.1130","4.1870","4.0240","1.09M","1.75%"
"09/27/2025","4.1110","4.1210","4.1590","4.0570","1.03M","-0.07%"
"09/26/2025","4.1140","4.0130","4.1800","3.9670","1.46M","2.54%"
"09/25/2025","4.0120","4.1540","4.1630","3.9480","2.40M","-3.40%"
"09/24/2025","4.1530","4.1290","4.2280","4.0740","1.28M","0.63%"
"09/23/2025","4.1270","4.1640","4.2220","4.0970","1.26M","-0.79%"
"09/22/2025","4.1600","4.3960","4.4220","4.0490","3.54M","-5.45%"
"09/21/2025","4.4000","4.4510","4.5100","4.4000","1.45M","-1.21%"
"09/20/2025","4.4540","4.4700","4.4970","4.4210","940.92K","-0.51%"
"09/19/2025","4.4770","4.6740","4.7500","4.4530","1.58M","-4.17%"
"09/18/2025","4.6720","4.6170","4.7040","4.5560","1.35M","1.28%"
"09/17/2025","4.6130","4.5470","4.6390","4.4540","1.53M","1.45%"
"09/16/2025","4.5470","4.5100","4.5730","4.4210","1.70M","0.82%"
"09/15/2025","4.5100","4.6350","4.6760","4.4570","1.79M","-2.74%"
"09/14/2025","4.6370","4.8230","4.8280","4.6130","1.20M","-3.88%"
"09/13/2025","4.8240","4.7480","4.8860","4.7380","2.27M","1.58%"
"09/12/2025","4.7490","4.6930","4.7530","4.6020","1.37M","1.21%"
"09/11/2025","4.6920","4.6810","4.7040","4.6000","1.11M","0.26%"
"09/10/2025","4.6800","4.5910","4.7150","4.5580","1.70M","1.96%"
"09/09/2025","4.5900","4.5440","4.6740","4.4920","1.93M","1.08%"
"09/08/2025","4.5410","4.4840","4.5950","4.4760","1.64M","1.27%"
"09/07/2025","4.4840","4.4100","4.5090","4.4090","942.28K","1.70%"
"09/06/2025","4.4090","4.4420","4.4580","4.3610","695.92K","-0.72%"
"09/05/2025","4.4410","4.3860","4.5530","4.3670","2.03M","1.28%"
"09/04/2025","4.3850","4.5230","4.5390","4.3400","1.28M","-3.01%"
"09/03/2025","4.5210","4.4310","4.5640","4.4030","1.20M","2.08%"
"09/02/2025","4.4290","4.3970","4.4690","4.3510","1.31M","0.75%"
"09/01/2025","4.3960","4.4660","4.5970","4.3300","2.02M","-1.57%"
"08/31/2025","4.4660","4.5040","4.6170","4.4620","862.64K","-0.84%"
"08/30/2025","4.5040","4.4830","4.5600","4.4250","964.66K","0.47%"
"08/29/2025","4.4830","4.7860","4.8080","4.4280","2.30M","-6.25%"
"08/28/2025","4.7820","4.4930","4.8070","4.4650","1.74M","6.48%"
"08/27/2025","4.4910","4.5260","4.5980","4.4740","1.40M","-0.77%"
"08/26/2025","4.5260","4.4130","4.5830","4.3880","2.14M","2.54%"
"08/25/2025","4.4140","4.7910","4.8500","4.3920","4.07M","-7.81%"
"08/24/2025","4.7880","4.8900","4.9700","4.6540","2.57M","-2.09%"
"08/23/2025","4.8900","4.8230","4.9320","4.6730","2.63M","1.45%"
"08/22/2025","4.8200","4.4300","4.8540","4.3000","3.79M","8.83%"
"08/21/2025","4.4290","4.4720","4.5180","4.4010","1.49M","-0.96%"
"08/20/2025","4.4720","4.2920","4.5060","4.2690","1.28M","4.22%"
"08/19/2025","4.2910","4.4660","4.5090","4.2800","1.83M","-3.85%"
"08/18/2025","4.4630","4.6210","4.6260","4.3830","1.85M","-3.44%"
"08/17/2025","4.6220","4.5730","4.7580","4.5410","1.34M","1.12%"
"08/16/2025","4.5710","4.4570","4.6010","4.4470","1.07M","2.47%"
"08/15/2025","4.4610","4.5210","4.6280","4.3340","2.16M","-1.33%"
"08/14/2025","4.5210","4.8570","4.9160","4.4390","3.33M","-6.84%"
"08/13/2025","4.8530","4.7060","4.8910","4.6560","2.63M","3.15%"
"08/12/2025","4.7050","4.4870","4.7920","4.4650","2.04M","4.86%"
"08/11/2025","4.4870","4.6600","4.7740","4.4520","2.15M","-3.75%"
"08/10/2025","4.6620","4.7290","4.8020","4.5720","1.46M","-1.44%"
"08/09/2025","4.7300","4.6090","4.7900","4.6050","1.90M","2.74%"
"08/08/2025","4.6040","4.4720","4.6620","4.3990","3.48M","2.97%"
"08/07/2025","4.4710","4.3170","4.4710","4.2900","1.37M","3.47%"
"08/06/2025","4.3210","4.2310","4.3410","4.1300","1.49M","2.13%"
"08/05/2025","4.2310","4.3120","4.3170","4.1370","1.94M","-1.83%"
"08/04/2025","4.3100","4.2740","4.3380","4.2310","1.59M","0.87%"
"08/03/2025","4.2730","4.0920","4.2850","4.0380","1.22M","4.42%"
"08/02/2025","4.0920","4.1430","4.1960","4.0110","1.73M","-1.23%"
"08/01/2025","4.1430","4.2110","4.2620","4.0530","3.39M","-1.57%"
"07/31/2025","4.2090","4.4140","4.5150","4.1890","2.25M","-4.69%"
"07/30/2025","4.4160","4.6140","4.6170","4.2520","3.02M","-4.33%"
"07/29/2025","4.6160","4.6350","4.7710","4.5200","2.41M","-0.54%"
"07/28/2025","4.6410","4.8740","4.9500","4.6090","2.17M","-4.76%"
"07/27/2025","4.8730","4.7660","4.8890","4.7370","952.63K","2.31%"
"07/26/2025","4.7630","4.7100","4.8370","4.6720","942.81K","1.15%"
"07/25/2025","4.7090","4.6250","4.7340","4.5040","2.10M","1.93%"
"07/24/2025","4.6200","4.7010","4.8010","4.4710","2.33M","-1.72%"
"07/23/2025","4.7010","5.1100","5.1380","4.5660","3.44M","-8.00%"
"07/22/2025","5.1100","5.1830","5.2090","4.9240","2.35M","-1.47%"
"07/21/2025","5.1860","5.1750","5.3150","5.0640","2.53M","0.23%"
"07/20/2025","5.1740","5.0140","5.2790","4.9840","2.38M","3.17%"
"07/19/2025","5.0150","4.8560","5.0460","4.7530","1.81M","3.32%"
"07/18/2025","4.8540","4.8600","5.1550","4.7880","3.67M","-0.02%"
"07/17/2025","4.8550","4.7450","4.8990","4.6360","2.45M","2.32%"
"07/16/2025","4.7450","4.6690","4.8800","4.6070","2.03M","1.65%"
"07/15/2025","4.6680","4.5530","4.7170","4.4340","2.20M","2.48%"
"07/14/2025","4.5550","4.6810","4.8510","4.4900","2.24M","-2.65%"
"07/13/2025","4.6790","4.5820","4.7560","4.5650","1.18M","2.21%"
"07/12/2025","4.5780","4.6360","4.7310","4.4960","1.32M","-1.38%"
"07/11/2025","4.6420","4.6200","4.7950","4.5510","3.46M","0.56%"
"07/10/2025","4.6160","4.3180","4.6270","4.2870","1.94M","7.05%"
"07/09/2025","4.3120","4.1270","4.3630","4.0920","1.81M","4.53%"
"07/08/2025","4.1250","4.0440","4.1750","3.9970","799.27K","1.93%"
"07/07/2025","4.0470","4.0800","4.1130","4.0140","696.11K","-0.78%"
"07/06/2025","4.0790","4.0140","4.1350","3.9770","828.39K","1.72%"
"07/05/2025","4.0100","4.0020","4.0340","3.9450","569.70K","0.28%"
"07/04/2025","3.9990","4.1840","4.1970","3.9540","1.08M","-4.42%"
"07/03/2025","4.1840","4.1750","4.2650","4.1550","1.23M","0.26%"
"07/02/2025","4.1730","3.9260","4.2510","3.9100","1.44M","6.21%"
"07/01/2025","3.9290","4.0950","4.1110","3.9160","796.74K","-4.01%"
"06/30/2025","4.0930","4.2110","4.2350","4.0570","1.11M","-2.66%"
"06/29/2025","4.2050","3.9950","4.2320","3.9640","1.01M","5.28%"
"06/28/2025","3.9940","3.9290","4.0300","3.9170","787.27K","1.73%"
"06/27/2025","3.9260","3.8920","3.9460","3.8460","857.93K","0.87%"
"06/26/2025","3.8920","4.0010","4.0660","3.8900","1.13M","-2.68%"
"06/25/2025","3.9990","4.0760","4.0810","3.9770","1.46M","-1.84%"
"06/24/2025","4.0740","4.0750","4.1400","3.9930","1.70M","0.02%"
"06/23/2025","4.0730","3.7180","4.0970","3.7070","1.65M","9.52%"
"06/22/2025","3.7190","3.7990","3.8450","3.5540","3.57M","-1.98%"
"06/21/2025","3.7940","3.9290","3.9910","3.7010","1.41M","-3.41%"
"06/20/2025","3.9280","4.0400","4.0830","3.8310","1.28M","-2.72%"
"06/19/2025","4.0380","4.0140","4.0740","3.9590","733.18K","0.60%"
"06/18/2025","4.0140","4.0230","4.0750","3.9200","998.04K","-0.17%"
"06/17/2025","4.0210","4.1410","4.1990","3.9730","1.37M","-2.87%"
"06/16/2025","4.1400","4.0940","4.2970","4.0620","1.23M","1.15%"
"06/15/2025","4.0930","4.0880","4.1320","4.0100","891.38K","0.15%"
"06/14/2025","4.0870","4.1270","4.1590","4.0210","920.53K","-1.07%"
"06/13/2025","4.1310","4.2130","4.2130","4.0010","2.53M","-1.97%"
"06/12/2025","4.2140","4.5110","4.5190","4.2140","1.52M","-6.54%"
"06/11/2025","4.5090","4.6020","4.6250","4.4550","1.75M","-2.00%"
"06/10/2025","4.6010","4.4380","4.6250","4.3800","1.92M","3.81%"
"06/09/2025","4.4320","4.2690","4.4460","4.2090","1.18M","3.87%"
"06/08/2025","4.2670","4.3090","4.3260","4.2030","1.02M","-0.97%"
"06/07/2025","4.3090","4.1750","4.3290","4.1720","660.76K","3.23%"
"06/06/2025","4.1740","4.0820","4.2920","4.0680","1.22M","2.28%"
"06/05/2025","4.0810","4.2690","4.3500","4.0350","1.79M","-4.47%"
"06/04/2025","4.2720","4.4160","4.4660","4.2430","1.18M","-3.24%"
"06/03/2025","4.4150","4.4710","4.5290","4.3810","1.17M","-1.19%"
"06/02/2025","4.4680","4.3660","4.4900","4.2590","1.07M","2.34%"
"06/01/2025","4.3660","4.3490","4.3850","4.2550","776.66K","0.48%"
"05/31/2025","4.3450","4.2890","4.3930","4.1920","1.42M","1.21%"
"05/30/2025","4.2930","4.6140","4.6390","4.2550","2.56M","-6.98%"
"05/29/2025","4.6150","4.8450","4.9150","4.5990","1.59M","-4.73%"
"05/28/2025","4.8440","4.7520","4.8510","4.6440","1.75M","1.91%"
"05/27/2025","4.7530","4.7770","4.9580","4.6810","1.98M","-0.48%"
"05/26/2025","4.7760","4.7930","4.9450","4.7450","1.39M","-0.29%"
"05/25/2025","4.7900","4.7110","4.8170","4.5740","1.60M","1.57%"
"05/24/2025","4.7160","4.7910","4.8610","4.6940","1.30M","-1.59%"
"05/23/2025","4.7920","5.2120","5.3420","4.7700","2.55M","-8.15%"
"05/22/2025","5.2170","4.9770","5.2280","4.9710","1.76M","4.80%"
"05/21/2025","4.9780","4.8490","5.0660","4.7800","1.90M","2.70%"
"05/20/2025","4.8470","4.7810","4.8840","4.6630","1.39M","1.42%"
"05/19/2025","4.7790","4.9720","5.0000","4.5840","1.91M","-3.71%"
"05/18/2025","4.9630","4.7190","5.1320","4.6430","3.51M","5.19%"
"05/17/2025","4.7180","4.8130","4.8310","4.6570","1.17M","-1.95%"
"05/16/2025","4.8120","4.8600","4.9870","4.7820","1.53M","-1.11%"
"05/15/2025","4.8660","5.0910","5.1260","4.7650","2.62M","-4.42%"
"05/14/2025","5.0910","5.2620","5.3460","5.0450","1.59M","-3.45%"
"05/13/2025","5.2730","5.2340","5.3600","5.0000","2.41M","0.73%"
"05/12/2025","5.2350","5.3120","5.4960","5.1260","3.04M","-1.41%"
"05/11/2025","5.3100","5.3820","5.4200","5.1170","2.35M","-1.36%"
"05/10/2025","5.3830","4.9450","5.3920","4.8570","3.00M","8.86%"
"05/09/2025","4.9450","4.5410","4.9980","4.5230","4.62M","8.90%"
"05/08/2025","4.5410","4.1700","4.5870","4.1560","2.18M","8.92%"
"05/07/2025","4.1690","4.1090","4.1900","4.0840","1.98M","1.51%"
"05/06/2025","4.1070","4.0740","4.1220","3.9840","1.22M","0.83%"
"05/05/2025","4.0730","4.0950","4.2020","4.0500","1.47M","-0.54%"
"05/04/2025","4.0950","4.2170","4.2470","4.0680","1.25M","-2.92%"
"05/03/2025","4.2180","4.3670","4.3690","4.1620","955.27K","-3.43%"
"05/02/2025","4.3680","4.4330","4.5110","4.3300","1.21M","-1.47%"
"05/01/2025","4.4330","4.3010","4.4820","4.2920","1.10M","3.07%"
"04/30/2025","4.3010","4.3770","4.4280","4.2290","1.49M","-1.76%"
"04/29/2025","4.3780","4.4610","4.5370","4.3370","1.49M","-1.86%"
"04/28/2025","4.4610","4.3790","4.4960","4.2830","1.75M","1.87%"
"04/27/2025","4.3790","4.5870","4.6240","4.3670","2.95M","-4.53%"
"04/26/2025","4.5870","4.5450","4.7320","4.5450","2.27M","0.90%"
"04/25/2025","4.5460","4.5510","4.6290","4.4240","1.84M","-0.11%"
"04/24/2025","4.5510","4.4070","4.6110","4.2840","2.55M","3.22%"
"04/23/2025","4.4090","4.3130","4.4420","4.2750","2.95M","2.30%"
"04/22/2025","4.3100","4.0590","4.3350","3.9820","3.44M","6.11%"
"04/21/2025","4.0620","4.1520","4.2940","4.0480","1.95M","-2.10%"
"04/20/2025","4.1490","4.2160","4.2650","4.1060","1.05M","-1.47%"
"04/19/2025","4.2110","4.1230","4.2520","4.1230","937.48K","2.16%"
"04/18/2025","4.1220","4.1140","4.2240","4.0740","949.36K","0.24%"
"04/17/2025","4.1120","4.0240","4.1910","3.9920","1.91M","2.24%"
"04/16/2025","4.0220","3.9780","4.0920","3.9300","1.64M","1.06%"
"04/15/2025","3.9800","4.1330","4.1840","3.9730","1.56M","-3.70%"
"04/14/2025","4.1330","4.1480","4.2760","4.0640","1.84M","-0.34%"
"04/13/2025","4.1470","4.3580","4.3910","4.0650","2.03M","-4.71%"
"04/12/2025","4.3520","4.2430","4.3960","4.1640","2.16M","2.50%"
"04/11/2025","4.2460","4.3320","4.4160","4.2040","2.14M","-2.08%"
"04/10/2025","4.3360","4.5340","4.5420","4.2310","2.02M","-4.43%"
"04/09/2025","4.5370","4.1680","4.5830","4.0190","3.34M","8.77%"
"04/08/2025","4.1710","4.3270","4.4290","4.1040","2.40M","-3.67%"
"04/07/2025","4.3300","4.4370","4.5650","4.0420","5.57M","-2.52%"
"04/06/2025","4.4420","4.8020","4.8330","4.3870","3.33M","-7.54%"
"04/05/2025","4.8040","4.9920","5.0160","4.7590","2.20M","-3.71%"
"04/04/2025","4.9890","4.6500","5.0850","4.6170","5.63M","7.36%"
"04/03/2025","4.6470","4.2130","4.7110","4.1990","2.62M","10.22%"
"04/02/2025","4.2160","4.3740","4.6010","4.1460","2.42M","-3.57%"
"04/01/2025","4.3720","4.3760","4.5440","4.3480","1.55M","-0.07%"
"03/31/2025","4.3750","4.3130","4.4650","4.1780","1.64M","1.46%"
"03/30/2025","4.3120","4.2400","4.3940","4.1870","1.28M","1.65%"
"03/29/2025","4.2420","4.5470","4.5610","4.1710","2.17M","-6.73%"
"03/28/2025","4.5480","4.8060","4.8270","4.4950","1.67M","-5.37%"
"03/27/2025","4.8060","4.8830","4.9630","4.7400","1.40M","-1.46%"
"03/26/2025","4.8770","4.8350","4.9820","4.7740","2.27M","0.87%"
"03/25/2025","4.8350","4.9550","5.0150","4.7920","2.24M","-2.52%"
"03/24/2025","4.9600","4.8090","4.9950","4.7580","2.17M","3.23%"
"03/23/2025","4.8050","4.8840","4.8960","4.6850","1.52M","-1.66%"
"03/22/2025","4.8860","4.5950","5.0380","4.5830","2.32M","6.33%"
"03/21/2025","4.5950","4.6840","4.7210","4.4770","1.56M","-1.84%"
"03/20/2025","4.6810","4.7530","4.8460","4.6100","2.06M","-1.47%"
"03/19/2025","4.7510","4.7320","4.7590","4.5820","2.57M","0.61%"
"03/18/2025","4.7220","4.6340","4.8320","4.5310","4.50M","1.86%"
"03/17/2025","4.6360","4.6150","4.7330","4.5290","2.92M","0.48%"
"03/16/2025","4.6140","4.6560","4.7440","4.5020","3.20M","-0.77%"
"03/15/2025","4.6500","4.2910","4.7190","4.2320","3.96M","8.39%"
"03/14/2025","4.2900","3.9050","4.3150","3.8930","2.63M","9.72%"
"03/13/2025","3.9100","3.8920","3.9580","3.7840","2.02M","0.59%"
"03/12/2025","3.8870","3.8900","3.9690","3.7560","2.88M","0.15%"
"03/11/2025","3.8810","3.5820","3.9920","3.3920","5.44M","8.41%"
"03/10/2025","3.5800","3.8080","4.0360","3.5760","4.14M","-5.91%"
"03/09/2025","3.8050","4.1080","4.1310","3.7480","2.43M","-7.40%"
"03/08/2025","4.1090","4.2620","4.2750","4.0760","1.36M","-3.57%"
"03/07/2025","4.2610","4.2610","4.4430","4.0750","3.12M","0.12%"
"03/06/2025","4.2560","4.3270","4.4380","4.2320","1.88M","-1.64%"
"03/05/2025","4.3270","4.1560","4.3530","4.1010","2.28M","3.99%"
"03/04/2025","4.1610","4.2270","4.2530","3.9060","5.05M","-1.61%"
"03/03/2025","4.2290","4.9070","4.9480","4.1460","3.75M","-13.82%"
"03/02/2025","4.9070","4.4980","4.9270","4.4100","3.60M","9.19%"
"03/01/2025","4.4940","4.6360","4.6590","4.4230","1.31M","-3.04%"
"02/28/2025","4.6350","4.5740","4.6680","4.2090","3.91M","1.42%"
"02/27/2025","4.5700","4.6100","4.7810","4.4760","2.15M","-0.85%"
"02/26/2025","4.6090","4.4610","4.6940","4.4150","3.38M","3.41%"
"02/25/2025","4.4570","4.3570","4.5480","4.1160","4.89M","2.34%"
"02/24/2025","4.3550","4.8770","4.8970","4.2960","3.49M","-10.68%"
"02/23/2025","4.8760","4.9700","5.0180","4.8260","1.57M","-1.79%"
"02/22/2025","4.9650","4.7660","5.0200","4.7470","2.33M","4.15%"
"02/21/2025","4.7670","4.9310","5.0820","4.6820","3.19M","-3.19%"
"02/20/2025","4.9240","4.6840","4.9730","4.6720","2.69M","5.01%"
"02/19/2025","4.6890","4.5730","4.7050","4.4970","1.83M","2.54%"
"02/18/2025","4.5730","4.8120","4.8910","4.4490","2.77M","-5.03%"
"02/17/2025","4.8150","4.7630","4.9430","4.7210","2.90M","1.01%"
"02/16/2025","4.7670","4.8300","4.8750","4.7320","1.86M","-1.35%"
"02/15/2025","4.8320","4.9140","5.0410","4.7940","2.54M","-1.59%"
"02/14/2025","4.9100","5.0000","5.0820","4.8730","4.49M","-1.54%"
"02/13/2025","4.9870","5.0690","5.1480","4.9330","2.78M","-1.64%"
"02/12/2025","5.0700","4.7040","5.1010","4.5360","4.03M","7.76%"
"02/11/2025","4.7050","4.8300","4.9790","4.6350","3.15M","-2.37%"
"02/10/2025","4.8190","4.5790","4.8380","4.4420","2.76M","5.45%"
"02/09/2025","4.5700","4.5690","4.7850","4.3910","3.33M","0.00%"
"02/08/2025","4.5700","4.3600","4.5910","4.3260","1.82M","4.50%"
"02/07/2025","4.3730","4.4060","4.6680","4.2570","5.43M","-0.84%"
"02/06/2025","4.4100","4.6810","4.7290","4.3590","4.58M","-5.57%"
"02/05/2025","4.6700","4.6730","4.8360","4.6410","3.80M","-0.45%"
"02/04/2025","4.6910","4.9290","4.9750","4.4040","6.30M","-4.81%"
"02/03/2025","4.9280","4.8640","4.9620","3.7690","16.55M","1.00%"
"02/02/2025","4.8790","5.8130","5.9340","4.6770","6.60M","-16.23%"
"02/01/2025","5.8240","6.2470","6.4120","5.7970","2.11M","-6.67%"
"01/31/2025","6.2400","6.2180","6.4140","6.1170","2.51M","0.42%"
"01/30/2025","6.2140","5.8250","6.2750","5.7760","2.18M","6.71%"
"01/29/2025","5.8230","5.6590","5.9760","5.6590","2.71M","2.72%"
"01/28/2025","5.6690","5.9950","6.0650","5.6230","2.18M","-5.37%"
"01/27/2025","5.9910","6.0580","6.1200","5.5520","4.51M","-1.75%"
"01/26/2025","6.0980","6.1980","6.4170","6.0900","3.29M","-1.52%"
"01/25/2025","6.1920","6.2000","6.2920","6.1360","2.35M","-0.35%"
"01/24/2025","6.2140","6.1330","6.4120","5.9560","2.63M","1.50%"
"01/23/2025","6.1220","6.1950","6.2220","5.8610","4.21M","-1.24%"
"01/22/2025","6.1990","6.2340","6.3310","6.1140","3.12M","-0.66%"
"01/21/2025","6.2400","6.0720","6.3530","5.8420","3.61M","2.85%"
"01/20/2025","6.0670","5.8690","6.5000","5.7010","6.79M","2.90%"
"01/19/2025","5.8960","6.5750","6.7690","5.8220","6.00M","-10.60%"
"01/18/2025","6.5950","7.0650","7.1670","6.4530","3.32M","-6.44%"
"01/17/2025","7.0490","6.5950","7.1720","6.5950","4.26M","7.01%"
"01/16/2025","6.5870","6.6750","6.7910","6.4490","3.19M","-1.20%"
"01/15/2025","6.6670","6.2730","6.6860","6.1540","3.76M","6.35%"
"01/14/2025","6.2690","6.2820","6.3160","6.0630","2.39M","-0.24%"
"01/13/2025","6.2840","6.4630","6.6990","5.9720","4.86M","-2.78%"
"01/12/2025","6.4640","6.6160","6.6990","6.3690","1.72M","-2.30%"
