"Date","Price","Open","High","Low","Vol.","Change %"
"01/11/2025","6.6160","6.6600","6.7340","6.5200","1.17M","-0.50%"
"01/10/2025","6.6490","6.4100","6.6720","6.3700","2.47M","3.96%"
"01/09/2025","6.3960","6.4470","6.5930","6.2490","2.75M","-1.02%"
"01/08/2025","6.4620","6.7860","6.8660","6.1740","3.83M","-4.52%"
"01/07/2025","6.7680","7.4400","7.7540","6.7680","5.17M","-9.19%"
"01/06/2025","7.4530","7.3560","7.6320","7.2140","2.94M","1.54%"
"01/05/2025","7.3400","7.2960","7.3620","7.1480","1.58M","0.63%"
"01/04/2025","7.2940","7.4530","7.4670","7.2400","2.07M","-1.75%"
"01/03/2025","7.4240","6.7070","7.4610","6.6730","3.37M","10.79%"
"01/02/2025","6.7010","6.5470","6.7800","6.5470","2.07M","2.38%"
"01/01/2025","6.5450","6.1850","6.6540","6.0510","2.22M","5.63%"
"12/31/2024","6.1960","6.3470","6.5160","6.1720","2.12M","-2.44%"
"12/30/2024","6.3510","6.2780","6.5610","6.1260","2.11M","0.91%"
"12/29/2024","6.2940","6.6280","6.6590","6.2410","1.29M","-4.85%"
"12/28/2024","6.6150","6.4710","6.6780","6.3920","1.45M","2.24%"
"12/27/2024","6.4700","6.4860","6.8020","6.4190","1.78M","-0.28%"
"12/26/2024","6.4880","6.9430","7.0180","6.4300","2.11M","-6.51%"
"12/25/2024","6.9400","7.0380","7.1150","6.8330","2.01M","-1.50%"
"12/24/2024","7.0460","6.9480","7.1890","6.7190","2.64M","1.31%"
"12/23/2024","6.9550","6.4010","7.0830","6.2380","3.64M","8.55%"
"12/22/2024","6.4070","6.5250","6.7340","6.2530","3.19M","-1.75%"
"12/21/2024","6.5210","6.9080","7.3480","6.4410","4.62M","-5.70%"
"12/20/2024","6.9150","6.8370","7.0850","5.8490","9.11M","1.47%"
"12/19/2024","6.8150","7.6600","7.6940","6.6310","7.87M","-11.11%"
"12/18/2024","7.6670","8.5610","8.6520","7.6280","7.19M","-10.21%"
"12/17/2024","8.5390","8.8880","8.9820","8.4070","3.42M","-3.95%"
"12/16/2024","8.8900","9.1140","9.3020","8.6410","4.52M","-2.45%"
"12/15/2024","9.1130","8.9690","9.3000","8.6930","3.40M","1.59%"
"12/14/2024","8.9700","9.1990","9.3460","8.6570","3.38M","-2.49%"
"12/13/2024","9.1990","8.9540","9.2730","8.7440","4.81M","2.84%"
"12/12/2024","8.9450","8.8260","9.2910","8.6200","5.87M","1.38%"
"12/11/2024","8.8230","7.9420","8.9190","7.6000","5.59M","11.09%"
"12/10/2024","7.9420","8.3900","8.5430","7.2660","11.86M","-5.72%"
"12/09/2024","8.4240","10.1160","10.1240","7.6640","8.61M","-16.75%"
"12/08/2024","10.1190","10.1550","10.4300","9.8480","3.20M","-0.53%"
"12/07/2024","10.1730","10.3930","10.5550","10.0110","3.19M","-2.10%"
"12/06/2024","10.3910","9.5750","10.5790","9.5020","6.37M","8.44%"
"12/05/2024","9.5820","9.9180","10.0700","9.3810","8.17M","-3.52%"
"12/04/2024","9.9320","9.5860","10.6570","9.4470","11.04M","3.76%"
"12/03/2024","9.5720","9.5720","10.0250","8.9510","10.45M","0.60%"
"12/02/2024","9.5150","8.8970","9.5150","8.3440","10.61M","6.90%"
"12/01/2024","8.9010","8.5670","9.0440","8.3110","4.75M","3.95%"
"11/30/2024","8.5630","8.7720","8.8480","8.4050","4.21M","-2.09%"
"11/29/2024","8.7460","8.2240","8.7990","8.0530","3.60M","6.42%"
"11/28/2024","8.2180","8.3250","8.3960","7.8980","3.23M","-1.27%"
"11/27/2024","8.3240","8.0000","8.3810","7.8030","4.48M","3.86%"
"11/26/2024","8.0150","7.9360","8.1410","7.5040","6.43M","1.28%"
"11/25/2024","7.9140","8.7490","8.8120","7.7810","6.70M","-9.71%"
"11/24/2024","8.7650","8.1890","9.5380","8.0710","16.70M","6.58%"
"11/23/2024","8.2240","7.5480","8.8290","7.4390","14.06M","9.13%"
"11/22/2024","7.5360","6.4350","7.6110","6.3390","11.72M","17.40%"
"11/21/2024","6.4190","6.1990","6.5000","5.9990","6.73M","3.50%"
"11/20/2024","6.2020","6.2600","6.6310","6.0840","5.51M","-0.89%"
"11/19/2024","6.2580","6.4680","6.8100","6.1370","8.85M","-3.25%"
"11/18/2024","6.4680","5.6760","6.5860","5.6740","7.50M","13.65%"
"11/17/2024","5.6910","6.1180","6.6380","5.5850","11.73M","-6.93%"
"11/16/2024","6.1150","5.2660","6.2060","5.2460","7.07M","16.23%"
"11/15/2024","5.2610","4.9420","5.3000","4.8270","5.39M","6.39%"
"11/14/2024","4.9450","5.1160","5.3050","4.8730","4.70M","-3.44%"
"11/13/2024","5.1210","5.3060","5.3630","4.8450","9.13M","-3.47%"
"11/12/2024","5.3050","5.6700","5.8310","5.1240","8.95M","-6.26%"
"11/11/2024","5.6590","5.2670","5.6810","5.1620","6.45M","7.44%"
"11/10/2024","5.2670","4.7950","5.5370","4.7170","12.01M","10.05%"
"11/09/2024","4.7860","4.7180","4.8370","4.6310","3.71M","1.44%"
"11/08/2024","4.7180","4.5360","4.7180","4.4600","3.33M","4.22%"
"11/07/2024","4.5270","4.5150","4.6540","4.4640","2.60M","0.38%"
"11/06/2024","4.5100","4.2050","4.5390","4.2050","3.98M","7.30%"
"11/05/2024","4.2030","3.9160","4.2140","3.9110","2.20M","7.33%"
"11/04/2024","3.9160","3.9790","4.0230","3.8370","1.78M","-1.51%"
"11/03/2024","3.9760","4.1020","4.1180","3.8750","2.18M","-2.95%"
"11/02/2024","4.0970","4.1740","4.2210","4.0530","997.92K","-1.87%"
"11/01/2024","4.1750","4.2380","4.2980","4.1100","1.75M","-1.46%"
"10/31/2024","4.2370","4.4580","4.4720","4.1910","1.90M","-4.89%"
"10/30/2024","4.4550","4.5340","4.5340","4.3800","2.00M","-1.83%"
"10/29/2024","4.5380","4.4600","4.6080","4.4330","3.18M","1.82%"
"10/28/2024","4.4570","4.4570","4.5080","4.2770","1.93M","0.09%"
"10/27/2024","4.4530","4.3740","4.4710","4.3220","1.02M","1.85%"
"10/26/2024","4.3720","4.3910","4.5070","4.3070","1.84M","-0.97%"
"10/25/2024","4.4150","4.8570","4.8570","4.2630","3.07M","-8.97%"
"10/24/2024","4.8500","4.6200","4.8500","4.5680","1.77M","4.98%"
"10/23/2024","4.6200","4.7860","4.8550","4.5600","2.66M","-3.49%"
"10/22/2024","4.7870","4.9010","4.9660","4.7050","2.91M","-2.27%"
"10/21/2024","4.8980","4.6970","5.1040","4.6880","7.16M","4.35%"
"10/20/2024","4.6940","4.4710","4.6940","4.3930","2.06M","5.13%"
"10/19/2024","4.4650","4.3550","4.4920","4.3500","1.39M","2.57%"
"10/18/2024","4.3530","4.3040","4.3940","4.2870","2.59M","1.11%"
"10/17/2024","4.3050","4.4430","4.4680","4.2390","1.56M","-2.97%"
"10/16/2024","4.4370","4.4880","4.5170","4.3910","1.62M","-1.05%"
"10/15/2024","4.4840","4.5180","4.5850","4.3720","2.69M","-0.71%"
"10/14/2024","4.5160","4.3450","4.5310","4.2980","1.94M","4.06%"
"10/13/2024","4.3400","4.3480","4.3670","4.2190","1.34M","-0.16%"
"10/12/2024","4.3470","4.2790","4.3890","4.2730","1.08M","1.66%"
"10/11/2024","4.2760","4.1360","4.2990","4.1110","1.43M","3.41%"
"10/10/2024","4.1350","4.2320","4.2930","4.0510","2.05M","-2.25%"
"10/09/2024","4.2300","4.3550","4.3910","4.1710","1.91M","-2.74%"
"10/08/2024","4.3490","4.4230","4.4700","4.3150","1.72M","-1.61%"
"10/07/2024","4.4200","4.6520","4.7910","4.4140","3.05M","-4.95%"
"10/06/2024","4.6500","4.6260","4.6500","4.5530","894.58K","0.45%"
"10/05/2024","4.6290","4.6290","4.7130","4.5660","1.09M","0.22%"
"10/04/2024","4.6190","4.3830","4.6280","4.3610","1.51M","5.41%"
"10/03/2024","4.3820","4.4290","4.5030","4.2250","2.75M","-1.13%"
"10/02/2024","4.4320","4.4390","4.5760","4.3470","2.54M","-0.18%"
"10/01/2024","4.4400","4.7270","4.9040","4.2470","3.88M","-6.11%"
"09/30/2024","4.7290","5.0300","5.0550","4.6930","2.83M","-5.91%"
"09/29/2024","5.0260","5.0180","5.1300","4.9530","1.85M","0.18%"
"09/28/2024","5.0170","5.1400","5.1640","4.9370","1.50M","-2.39%"
"09/27/2024","5.1400","5.0070","5.1900","5.0010","2.70M","2.66%"
"09/26/2024","5.0070","4.7830","5.0940","4.7000","3.64M","4.73%"
"09/25/2024","4.7810","4.8210","4.9680","4.7420","2.64M","-0.75%"
"09/24/2024","4.8170","4.5840","4.8470","4.4970","3.01M","5.15%"
"09/23/2024","4.5810","4.5900","4.7090","4.5080","2.68M","-0.26%"
"09/22/2024","4.5930","4.7200","4.7250","4.4840","2.21M","-2.73%"
"09/21/2024","4.7220","4.5270","4.7260","4.4640","1.73M","4.33%"
"09/20/2024","4.5260","4.5120","4.5880","4.4360","3.33M","0.42%"
"09/19/2024","4.5070","4.3760","4.6140","4.3760","3.21M","3.04%"
"09/18/2024","4.3740","4.1900","4.3740","4.1020","3.44M","4.37%"
"09/17/2024","4.1910","3.9670","4.2390","3.9410","2.28M","5.57%"
"09/16/2024","3.9700","4.0550","4.0620","3.9210","2.04M","-2.22%"
"09/15/2024","4.0600","4.2420","4.2540","4.0390","1.43M","-4.25%"
"09/14/2024","4.2400","4.2070","4.2480","4.1470","1.28M","0.76%"
"09/13/2024","4.2080","4.1460","4.2560","4.1220","2.66M","1.52%"
"09/12/2024","4.1450","4.1610","4.1810","4.0580","2.01M","-0.36%"
"09/11/2024","4.1600","4.1340","4.2100","4.0160","2.78M","0.68%"
"09/10/2024","4.1320","4.0890","4.1730","4.0390","2.54M","1.00%"
"09/09/2024","4.0910","3.8120","4.1090","3.8080","4.03M","7.46%"
"09/08/2024","3.8070","3.6710","3.8340","3.6600","3.17M","3.76%"
"09/07/2024","3.6690","3.7180","3.7810","3.6400","2.66M","-1.26%"
"09/06/2024","3.7160","3.9090","3.9730","3.6150","4.21M","-4.94%"
"09/05/2024","3.9090","4.0710","4.0960","3.8610","3.85M","-3.98%"
"09/04/2024","4.0710","4.1050","4.1380","3.9130","3.93M","-0.83%"
"09/03/2024","4.1050","4.4400","4.5050","4.1010","2.31M","-7.50%"
"09/02/2024","4.4380","4.2970","4.4770","4.2850","1.50M","3.16%"
"09/01/2024","4.3020","4.5580","4.5640","4.2760","1.35M","-5.68%"
"08/31/2024","4.5610","4.6460","4.6990","4.5110","803.51K","-1.81%"
"08/30/2024","4.6450","4.6030","4.6660","4.4490","1.55M","0.72%"
"08/29/2024","4.6120","4.5970","4.7370","4.5200","1.25M","0.30%"
"08/28/2024","4.5980","4.5890","4.7870","4.4520","3.05M","0.04%"
"08/27/2024","4.5960","4.8900","5.0240","4.5030","4.02M","-5.97%"
"08/26/2024","4.8880","5.0650","5.1170","4.8770","2.81M","-3.57%"
"08/25/2024","5.0690","5.3480","5.3480","5.0060","6.43M","-5.16%"
"08/24/2024","5.3450","5.0960","5.4410","5.0760","3.45M","4.93%"
"08/23/2024","5.0940","4.6920","5.1300","4.6900","3.52M","8.59%"
"08/22/2024","4.6910","4.7490","4.7960","4.6610","2.43M","-1.16%"
"08/21/2024","4.7460","4.7870","4.8220","4.6250","1.94M","-0.86%"
"08/20/2024","4.7870","4.6370","4.8300","4.6240","1.89M","3.28%"
"08/19/2024","4.6350","4.5610","4.6410","4.5120","1.28M","1.44%"
"08/18/2024","4.5690","4.6130","4.7140","4.5600","1.20M","-0.98%"
"08/17/2024","4.6140","4.5500","4.6680","4.5270","745.42K","1.27%"
"08/16/2024","4.5560","4.5120","4.6100","4.4380","1.64M","1.04%"
"08/15/2024","4.5090","4.7690","4.8080","4.4840","2.81M","-5.53%"
"08/14/2024","4.7730","5.0080","5.0090","4.7270","1.58M","-4.71%"
"08/13/2024","5.0090","5.0700","5.0830","4.8980","1.09M","-1.30%"
"08/12/2024","5.0750","4.9010","5.1500","4.9010","1.34M","3.63%"
"08/11/2024","4.8970","5.2060","5.2420","4.8720","1.29M","-5.94%"
"08/10/2024","5.2060","5.0850","5.2460","5.0200","1.03M","2.40%"
"08/09/2024","5.0840","5.1460","5.1460","4.9380","1.21M","-1.26%"
"08/08/2024","5.1490","4.8320","5.1740","4.7480","2.40M","6.41%"
"08/07/2024","4.8390","4.9050","5.0500","4.7350","1.53M","-1.22%"
"08/06/2024","4.8990","4.6420","4.9680","4.6420","1.74M","5.58%"
"08/05/2024","4.6400","5.0580","5.0950","4.0780","7.14M","-8.05%"
"08/04/2024","5.0460","5.1300","5.2150","4.8210","2.56M","-1.66%"
"08/03/2024","5.1310","5.3540","5.4150","5.0130","1.87M","-4.29%"
"08/02/2024","5.3610","5.7810","5.8070","5.2370","2.55M","-7.27%"
"08/01/2024","5.7810","5.8050","5.8670","5.5020","1.35M","-0.41%"
"07/31/2024","5.8050","6.0060","6.0830","5.7790","1.16M","-3.30%"
"07/30/2024","6.0030","6.1100","6.1950","5.9550","909.84K","-1.75%"
"07/29/2024","6.1100","6.2200","6.3700","6.1040","1.42M","-1.75%"
"07/28/2024","6.2190","6.3440","6.3950","6.1870","762.14K","-1.95%"
"07/27/2024","6.3430","6.1710","6.3840","6.1300","1.12M","2.84%"
"07/26/2024","6.1680","5.9230","6.1910","5.9140","1.39M","4.14%"
"07/25/2024","5.9230","6.0250","6.0440","5.6970","1.79M","-1.69%"
"07/24/2024","6.0250","6.1710","6.3010","5.9860","787.05K","-2.40%"
"07/23/2024","6.1730","6.2670","6.3280","6.0740","1.22M","-1.52%"
"07/22/2024","6.2680","6.5410","6.5790","6.2410","1.81M","-4.07%"
"07/21/2024","6.5340","6.5210","6.5480","6.2300","1.13M","0.20%"
"07/20/2024","6.5210","6.5050","6.5870","6.4330","820.34K","0.29%"
"07/19/2024","6.5020","6.3100","6.5570","6.1980","1.42M","3.04%"
"07/18/2024","6.3100","6.4970","6.5730","6.2430","1.14M","-2.68%"
"07/17/2024","6.4840","6.6130","6.7940","6.4780","1.35M","-1.95%"
"07/16/2024","6.6130","6.5030","6.6490","6.2630","1.90M","1.64%"
"07/15/2024","6.5060","6.2300","6.5090","6.2190","1.37M","4.41%"
"07/14/2024","6.2310","6.2070","6.2680","6.0990","779.65K","0.39%"
"07/13/2024","6.2070","6.1540","6.2700","6.1220","616.57K","0.89%"
"07/12/2024","6.1520","5.9420","6.1540","5.8690","800.75K","3.62%"
"07/11/2024","5.9370","6.0390","6.1650","5.9260","1.13M","-1.67%"
"07/10/2024","6.0380","5.9370","6.0760","5.8460","1.00M","1.74%"
"07/09/2024","5.9350","5.8090","5.9700","5.7800","1.51M","1.87%"
"07/08/2024","5.8260","5.7990","6.2260","5.6000","2.40M","0.62%"
"07/07/2024","5.7900","6.0700","6.1000","5.7650","1.18M","-4.66%"
"07/06/2024","6.0730","5.6980","6.1590","5.6820","1.50M","6.49%"
"07/05/2024","5.7030","5.9900","5.9900","5.1020","5.49M","-4.78%"
"07/04/2024","5.9890","6.3780","6.3950","5.9890","2.42M","-6.10%"
"07/03/2024","6.3780","6.8160","6.8620","6.2880","1.93M","-6.38%"
"07/02/2024","6.8130","6.8140","6.9700","6.7850","1.40M","0.00%"
"07/01/2024","6.8130","6.7360","6.8480","6.6920","933.69K","1.19%"
"06/30/2024","6.7330","6.6060","6.7490","6.5550","991.19K","1.89%"
"06/29/2024","6.6080","6.7350","6.8860","6.5920","1.05M","-1.78%"
"06/28/2024","6.7280","6.9640","7.0160","6.7230","1.17M","-3.39%"
"06/27/2024","6.9640","6.7950","7.1090","6.7240","1.29M","2.56%"
"06/26/2024","6.7900","6.9400","6.9800","6.7430","1.13M","-2.18%"
"06/25/2024","6.9410","6.8330","7.0400","6.8320","1.38M","1.49%"
"06/24/2024","6.8390","6.6910","6.8590","6.4340","2.06M","2.14%"
"06/23/2024","6.6960","6.7440","6.8380","6.6480","863.84K","-0.70%"
"06/22/2024","6.7430","6.7900","6.8070","6.7160","630.66K","-0.63%"
"06/21/2024","6.7860","6.8390","6.9300","6.7570","1.20M","-0.76%"
"06/20/2024","6.8380","6.8930","7.1130","6.8200","1.51M","-0.80%"
"06/19/2024","6.8930","6.6910","6.9610","6.6390","1.54M","3.03%"
"06/18/2024","6.6900","7.0020","7.0170","6.2430","4.14M","-4.39%"
"06/17/2024","6.9970","7.2190","7.2440","6.8000","2.07M","-3.12%"
"06/16/2024","7.2220","7.1430","7.2450","7.0640","600.24K","1.11%"
"06/15/2024","7.1430","7.1150","7.2140","7.0940","813.42K","0.37%"
"06/14/2024","7.1170","7.4400","7.5040","6.9730","2.29M","-4.38%"
"06/13/2024","7.4430","7.7730","7.7980","7.3780","1.76M","-4.27%"
"06/12/2024","7.7750","7.5140","7.8870","7.4160","1.68M","3.43%"
"06/11/2024","7.5170","7.8560","7.8630","7.4140","2.38M","-4.30%"
"06/10/2024","7.8550","7.8860","7.9280","7.7330","1.42M","-0.32%"
"06/09/2024","7.8800","7.7470","7.9460","7.7270","1.42M","1.57%"
"06/08/2024","7.7580","8.1020","8.1230","7.7190","1.89M","-4.26%"
"06/07/2024","8.1030","8.6180","8.7070","7.5880","3.61M","-5.99%"
"06/06/2024","8.6190","8.6950","8.8050","8.5720","1.51M","-0.87%"
"06/05/2024","8.6950","8.5510","8.7380","8.4950","1.23M","1.84%"
"06/04/2024","8.5380","8.3300","8.5430","8.3000","1.12M","2.39%"
"06/03/2024","8.3390","8.2920","8.4950","8.2430","1.19M","0.52%"
"06/02/2024","8.2960","8.3230","8.4000","8.1770","942.39K","-0.36%"
"06/01/2024","8.3260","8.3000","8.3780","8.2570","639.18K","0.34%"
"05/31/2024","8.2980","8.5300","8.5300","8.2500","1.12M","-2.83%"
"05/30/2024","8.5400","8.6360","8.7250","8.3980","1.53M","-1.20%"
"05/29/2024","8.6440","8.7360","8.8950","8.6250","2.39M","-0.97%"
"05/28/2024","8.7290","8.6870","8.8340","8.4600","2.16M","0.38%"
"05/27/2024","8.6960","8.4050","8.7320","8.3930","1.42M","3.50%"
"05/26/2024","8.4020","8.4900","8.5110","8.3210","1.03M","-1.05%"
"05/25/2024","8.4910","8.4620","8.5410","8.4200","755.99K","0.37%"
"05/24/2024","8.4600","8.3520","8.4870","8.1960","1.27M","1.17%"
"05/23/2024","8.3620","8.5600","8.6400","8.0240","3.22M","-2.32%"
"05/22/2024","8.5610","8.7890","8.8290","8.4560","2.28M","-2.58%"
"05/21/2024","8.7880","8.9360","9.0350","8.7090","2.82M","-1.48%"
"05/20/2024","8.9200","8.2020","8.9560","8.1120","2.92M","8.69%"
"05/19/2024","8.2070","8.6030","8.6030","8.1680","1.06M","-4.61%"
"05/18/2024","8.6040","8.6550","8.7310","8.5550","1.18M","-0.58%"
"05/17/2024","8.6540","8.5300","8.7700","8.4520","2.00M","1.41%"
"05/16/2024","8.5340","8.4290","8.5380","8.2680","2.00M","1.19%"
"05/15/2024","8.4340","8.1410","8.5280","7.9970","2.28M","3.69%"
"05/14/2024","8.1340","8.3900","8.4480","8.1160","1.40M","-3.14%"
"05/13/2024","8.3980","8.4870","8.6790","8.2650","1.29M","-0.92%"
"05/12/2024","8.4760","8.5020","8.6640","8.4690","599.29K","-0.32%"
"05/11/2024","8.5030","8.6390","8.7550","8.4940","899.49K","-1.60%"
"05/10/2024","8.6410","9.1240","9.1670","8.6150","1.51M","-5.28%"
"05/09/2024","9.1230","9.1030","9.2970","8.8890","1.88M","0.39%"
"05/08/2024","9.0880","8.9360","9.3310","8.8520","2.54M","1.66%"
