Mean_Return,Std_Dev,Downside_Deviation,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown_%,Calmar_Ratio,Profit_Factor,Gross_Profit,Gross_Loss,Daily_Return_Series
2.82139954625571,2.8543011285285984,1.651949,0.9885,1.7079,1.42,1.9871,2.2208,4.236344011899141,1.9075697832436345,"date
2023-01-03    0.000000
2023-01-04    0.000000
2023-01-05    0.000000
2023-01-06    0.000000
2023-01-10    0.004888
                ...   
2023-12-22    0.000000
2023-12-26    0.000000
2023-12-27    0.000000
2023-12-28    0.000000
2023-12-29    0.000000
Length: 208, dtype: float64"
