pval_threshold,divergence_lookback,divergence_threshold,Mean_Return,Std_Dev,Downside_Deviation,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown_%,Calmar_Ratio,Profit_Factor,Gross_Profit,Gross_Loss,case_number
0.03,10,0.04,-0.07651631027595968,1.3798823506558673,0.947904,-0.8803,-1.2814,67.33,-0.2892,0.8321,395.0802287201431,474.8102240276932,349
0.03,10,0.05,-0.05474120938061031,1.4425413274205676,0.985751,-0.6024,-0.8816,61.56,-0.2455,0.8817,425.1427870994325,482.1831272740283,350
0.03,10,0.06,-0.07354405550276735,1.4370730828589853,1.063859,-0.8124,-1.0974,66.24,-0.2877,0.8478,426.7231339311926,503.35603976507616,351
0.03,10,0.07,-0.09854191852119887,1.6659953911208996,1.318147,-0.939,-1.1867,75.55,-0.3279,0.8131,446.6586487752836,549.3393278743728,352
0.03,10,0.08,-0.08382442823824103,1.5553332194053382,1.147007,-0.8556,-1.1601,71.61,-0.2999,0.8402,459.08154815918374,546.4266023834309,353
0.03,10,0.09,-0.0772085158712305,1.6066416882557326,1.191791,-0.7629,-1.0284,70.0,-0.2903,0.8536,468.90231187210975,549.353585409932,354
0.03,10,0.1,-0.07412468879515967,1.6271787765834864,1.19704,-0.7231,-0.983,70.58,-0.28,0.8581,466.95771689739007,544.1956426219465,355
0.03,10,0.11,-0.08782743074799701,1.6770638712602814,1.245425,-0.8313,-1.1195,72.84,-0.311,0.8369,469.42681047506835,560.9429933144812,356
0.03,10,0.12,-0.0597632631286853,1.8358995791455612,1.290701,-0.5168,-0.735,65.97,-0.2657,0.8881,494.3485828678828,556.6219030479729,357
0.03,10,0.13,-0.0496712920202857,1.8827740178549344,1.308575,-0.4188,-0.6026,65.04,-0.2395,0.9051,493.54860639954126,545.306092684679,358
0.03,10,0.14,-0.036879086878321865,1.8672968614649776,1.322498,-0.3135,-0.4427,59.42,-0.2149,0.9276,492.54056159118085,530.9685701183923,359
0.03,10,0.15,-0.060110741286917735,1.7434102049853124,1.307158,-0.5473,-0.73,65.11,-0.2658,0.8752,439.2744209349194,501.90981335588776,360
0.04,3,0.01,-0.13608366395605773,1.0677344713991284,0.858472,-2.0232,-2.5164,78.38,-0.3836,0.6631,279.0997370592569,420.898914901469,361
0.04,3,0.02,-0.1398487155960387,1.1944149395053758,0.973723,-1.8587,-2.2799,79.01,-0.3922,0.6916,326.84744017902176,472.5698018300941,362
0.04,3,0.03,-0.16035580799393423,1.3680153237767818,1.122914,-1.8608,-2.2669,83.51,-0.4172,0.6873,367.19182661759186,534.2825785472713,363
0.04,3,0.04,-0.1356244715247134,1.5406664154303373,1.224673,-1.3974,-1.758,79.09,-0.393,0.7466,416.3286537522552,557.6493530810066,364
0.04,3,0.05,-0.13090352669291347,1.5986304851900275,1.290782,-1.2999,-1.6099,78.0,-0.3901,0.7579,427.03562587766487,563.4371006916807,365
0.04,3,0.06,-0.12579275562476833,1.656450223101897,1.340025,-1.2055,-1.4902,77.13,-0.3851,0.7639,424.0420836394403,555.1181350004489,366
0.04,3,0.07,-0.12465870116109351,1.9498354757210197,1.61118,-1.0149,-1.2282,78.15,-0.3902,0.7842,472.13047526050735,602.0248418703668,367
0.04,3,0.08,-0.11009307003390213,1.95306736029738,1.580169,-0.8948,-1.106,74.81,-0.3727,0.8016,463.40190554286914,578.118884518195,368
0.04,3,0.09,-0.07745981688264494,2.0098581775016706,1.609718,-0.6118,-0.7639,67.66,-0.3241,0.8528,467.61761728235854,548.3307464740745,369
0.04,3,0.1,-0.03110621659206833,1.8890782240292145,1.46207,-0.2614,-0.3377,58.31,-0.2003,0.9331,451.7468674888999,484.15954517783496,370
0.04,3,0.11,-0.055429951299084367,1.8834342794244205,1.519632,-0.4672,-0.579,56.83,-0.2984,0.872,393.4081022354592,451.16611148910516,371
0.04,3,0.12,-0.0517214113885788,1.863769177614865,1.512241,-0.4405,-0.5429,54.26,-0.2968,0.8701,360.9478785025039,414.84158916940305,372
0.04,3,0.13,-0.021522348862065898,1.7636331210707308,1.378711,-0.1937,-0.2478,50.01,-0.18,0.9398,350.39591435187003,372.8222018661427,373
0.04,3,0.14,-0.002921809852561058,1.6547905975901729,1.269169,-0.028,-0.0365,38.39,-0.1086,0.9905,316.3504981769334,319.39502404330204,374
0.04,3,0.15,-0.0033462876608658463,1.671740636795485,1.291227,-0.0318,-0.0411,36.53,-0.1191,0.9886,301.45912497911917,304.9459567217413,375
0.04,4,0.01,-0.14780038980031965,1.139884347432809,0.991756,-2.0583,-2.3658,79.53,-0.4058,0.6344,267.24671428521543,421.25472045714855,376
0.04,4,0.02,-0.1552434294644733,1.3158039174273388,1.149954,-1.8729,-2.1431,82.07,-0.4132,0.6558,308.2360841968801,469.99973769886134,377
0.04,4,0.03,-0.1686107580909146,1.4683916261640009,1.281212,-1.8228,-2.0891,84.72,-0.4306,0.6628,345.41448782538924,521.1068977561224,378
0.04,4,0.04,-0.146179087662193,1.6065019277483474,1.330966,-1.4445,-1.7435,81.08,-0.4084,0.7262,403.9607581751401,556.2793675191452,379
0.04,4,0.05,-0.1427565271006041,1.7069367660864734,1.4121,-1.3276,-1.6048,80.75,-0.4065,0.7443,433.0194737523664,581.7717749911958,380
0.04,4,0.06,-0.1286622113374303,1.775702910015621,1.442646,-1.1502,-1.4158,78.11,-0.3916,0.7722,454.4523094171758,588.5183336307782,381
0.04,4,0.07,-0.11606716043119951,1.8676191666216262,1.503437,-0.9866,-1.2255,76.03,-0.3769,0.7965,473.5035122892348,594.4454934585445,382
0.04,4,0.08,-0.11178091795349639,1.9765663600056618,1.584647,-0.8978,-1.1198,76.32,-0.3704,0.8085,491.70742675327637,608.1831432608196,383
0.04,4,0.09,-0.0948792767151511,1.905919077563183,1.523355,-0.7903,-0.9887,71.07,-0.35,0.8259,469.0937076203129,567.9579139575004,384
0.04,4,0.1,-0.07694393389237376,1.9760788666149178,1.545678,-0.6181,-0.7902,65.47,-0.3309,0.8567,479.1928630508336,559.368442166687,385
0.04,4,0.11,-0.0630384020415861,2.0059936926237847,1.579099,-0.4989,-0.6337,67.34,-0.2823,0.8761,464.53717565358943,530.2231905809222,386
0.04,4,0.12,-0.027397730346090533,1.8961355826305408,1.470872,-0.2294,-0.2957,60.36,-0.1806,0.9359,416.89588628499143,445.4443213056177,387
0.04,4,0.13,-0.023166187641800954,1.8651350793936052,1.423123,-0.1972,-0.2584,45.98,-0.213,0.941,385.04412069276066,409.1832882155172,388
0.04,4,0.14,-0.03153654076148094,1.9114697802816036,1.470264,-0.2619,-0.3405,51.43,-0.2311,0.9206,380.8473854361408,413.7084609096039,389
0.04,4,0.15,-0.040633689915632536,1.879779366373606,1.452691,-0.3431,-0.444,53.51,-0.257,0.8918,348.9561530362844,391.2964579283734,390
0.04,5,0.01,-0.07268247941957688,0.9675848229665212,0.731643,-1.1925,-1.577,66.06,-0.2683,0.7899,284.7893618521972,360.52450540739636,391
0.04,5,0.02,-0.0735235888427809,1.11131525203581,0.845448,-1.0502,-1.3805,62.44,-0.2916,0.81,326.68638993096175,403.2979695051395,392
0.04,5,0.03,-0.05916641202386465,1.2458306539684803,0.914366,-0.7539,-1.0272,60.19,-0.258,0.8587,374.7350594263061,436.3864607551731,393
0.04,5,0.04,-0.07951407519246236,1.3019280763031764,0.997345,-0.9695,-1.2656,65.72,-0.3029,0.8242,388.33860093843185,471.1922672889775,394
0.04,5,0.05,-0.08134590181588905,1.3591550194696838,1.053617,-0.9501,-1.2256,64.31,-0.3177,0.8287,410.1446549411481,494.9070846333045,395
0.04,5,0.06,-0.06320461588792756,1.482458421068467,1.114446,-0.6768,-0.9003,59.1,-0.2888,0.8747,459.76163036497593,525.6208401201964,396
0.04,5,0.07,-0.07064247577094172,1.5854019483364492,1.214353,-0.7073,-0.9235,68.05,-0.2784,0.8683,485.19625024134615,558.8057099946674,397
0.04,5,0.08,-0.07510298919888092,1.6986862945512673,1.276934,-0.7019,-0.9337,67.33,-0.3002,0.8627,491.5949713587077,569.8522861039417,398
0.04,5,0.09,-0.0754065171199204,1.7370822570645452,1.310904,-0.6891,-0.9131,67.62,-0.3018,0.8616,489.2057676980315,567.7793585369885,399
0.04,5,0.1,-0.10715553301848235,1.7630490591841137,1.387556,-0.9648,-1.2259,74.89,-0.3557,0.8103,477.0395388113018,588.6956042165604,400
0.04,5,0.11,-0.05715723128246344,1.8981565135274059,1.467345,-0.478,-0.6184,59.47,-0.2913,0.8901,482.26834953349817,541.826184529825,401
0.04,5,0.12,-0.06329996638888304,1.8860095919979614,1.466043,-0.5328,-0.6854,59.07,-0.3141,0.8736,455.87575186642067,521.8343168436368,402
0.04,5,0.13,-0.0859255845966643,1.9269125589001734,1.524522,-0.7079,-0.8947,67.45,-0.3444,0.8297,436.1444584697422,525.6789176194665,403
0.04,5,0.14,-0.09955969940655482,1.950542669032208,1.56367,-0.8103,-1.0107,72.16,-0.3593,0.798,409.74332688569064,513.4845336673206,404
0.04,5,0.15,-0.12968830676786527,1.9144745151528049,1.569136,-1.0754,-1.312,79.42,-0.3934,0.7312,367.5113601715016,502.64657582361724,405
0.04,6,0.01,-0.07815555674984236,0.9914379040856286,0.73458,-1.2514,-1.689,70.95,-0.2663,0.78,288.6659263413841,370.10401647471986,406
0.04,6,0.02,-0.0788297618692266,1.0661350189191032,0.798348,-1.1738,-1.5675,72.08,-0.2662,0.7912,311.2509106847715,393.39152255250565,407
0.04,6,0.03,-0.08101503207020998,1.1435173184800111,0.866038,-1.1247,-1.485,70.76,-0.28,0.8046,347.53620370094785,431.9538671181066,408
0.04,6,0.04,-0.08212128614806337,1.180554378602523,0.902002,-1.1043,-1.4453,71.45,-0.2816,0.8085,361.24109967833664,446.8114798446187,409
0.04,6,0.05,-0.07541949840664473,1.3637382749605793,1.014806,-0.8779,-1.1798,68.89,-0.2792,0.8367,402.7897122277387,481.3768295674625,410
0.04,6,0.06,-0.07060389211818367,1.4803652656014876,1.071513,-0.7571,-1.046,66.39,-0.2798,0.854,430.2748159272884,503.84407151443577,411
0.04,6,0.07,-0.06909857261901813,1.587808665221107,1.160977,-0.6908,-0.9448,66.82,-0.2785,0.8661,465.70327295435254,537.7039856233696,412
0.04,6,0.08,-0.07538556637833313,1.6078925839987286,1.184109,-0.7443,-1.0106,67.46,-0.2958,0.8561,467.4720707782697,546.0238309444928,413
0.04,6,0.09,-0.07178429716109803,1.8065866815046012,1.358018,-0.6308,-0.8391,72.25,-0.276,0.8713,506.59718909491136,581.3964267367755,414
0.04,6,0.1,-0.07864622514183563,1.7950450265306297,1.406467,-0.6955,-0.8877,72.34,-0.2945,0.8546,481.69875028173675,563.6481168795294,415
0.04,6,0.11,-0.0882106981832792,1.8359121693371394,1.445899,-0.7627,-0.9685,74.78,-0.312,0.8363,469.4471606125589,561.3627081195359,416
0.04,6,0.12,-0.07167877362185972,1.8714928233332249,1.446538,-0.608,-0.7866,74.03,-0.2728,0.8606,460.91634822212325,535.6056303361011,417
0.04,6,0.13,-0.06054113054578615,1.856299864918685,1.45308,-0.5177,-0.6614,69.75,-0.2562,0.8758,444.8375446296536,507.9214026583627,418
0.04,6,0.14,-0.06475639016608492,1.8683040214689628,1.472375,-0.5502,-0.6982,72.49,-0.2593,0.8647,431.1443487126168,498.6205072656773,419
0.04,6,0.15,-0.10839437076669044,1.804830815558835,1.477748,-0.9534,-1.1644,74.03,-0.3655,0.772,382.46781697948916,495.4147513183806,420
0.04,7,0.01,-0.10301087128572553,1.0745964322794344,0.849599,-1.5217,-1.9247,69.41,-0.3458,0.7264,284.92765277489,392.264980654616,421
0.04,7,0.02,-0.10435491127579997,1.1363758178244867,0.89438,-1.4578,-1.8522,69.39,-0.3515,0.7395,308.651299218354,417.38911676773745,422
0.04,7,0.03,-0.10838839624624211,1.1794517966177902,0.939543,-1.4588,-1.8313,70.97,-0.3559,0.745,330.01858132833013,442.95929021691444,423
0.04,7,0.04,-0.11712344472384532,1.208532734994898,0.943633,-1.5385,-1.9703,73.11,-0.3685,0.7387,345.00077342319537,467.04340282544223,424
0.04,7,0.05,-0.12852067409755782,1.3778908394875946,1.069981,-1.4807,-1.9068,77.04,-0.3816,0.7369,375.055282701433,508.9738251110883,425
0.04,7,0.06,-0.12623344056582422,1.431233018042206,1.121631,-1.4001,-1.7866,76.74,-0.3796,0.7485,391.45552701142896,522.9907720810178,426
0.04,7,0.07,-0.12920555273242848,1.531911782164928,1.20467,-1.3389,-1.7026,77.8,-0.3847,0.7563,417.8754311635855,552.507617110776,427
0.04,7,0.08,-0.1518727687457223,1.635569554135859,1.325227,-1.474,-1.8192,82.77,-0.4122,0.7263,419.9712470011148,578.2226720341573,428
0.04,7,0.09,-0.1476558603030355,1.7225886111606872,1.403816,-1.3607,-1.6697,82.28,-0.4092,0.7431,445.00430796959574,598.8617144053588,429
0.04,7,0.1,-0.1321210648884656,1.7058360291501233,1.369181,-1.2295,-1.5318,79.37,-0.39,0.7685,456.90321359716927,594.5733632109503,430
0.04,7,0.11,-0.11870323027472413,1.7313246532129998,1.405396,-1.0884,-1.3408,76.36,-0.3755,0.7849,451.33289835864264,575.021664304905,431
0.04,7,0.12,-0.11311672026951376,1.7356938580401147,1.430046,-1.0346,-1.2557,74.65,-0.371,0.7841,428.1040502513016,545.9716727721349,432
0.04,7,0.13,-0.11335341560270332,1.8793039638665399,1.540213,-0.9575,-1.1683,75.63,-0.3732,0.7887,440.8010752461033,558.91533430412,433
0.04,7,0.14,-0.10092761198181897,1.8482987794519667,1.487073,-0.8668,-1.0774,74.11,-0.3482,0.8075,441.1560783736505,546.3226500587059,434
0.04,7,0.15,-0.07507305871311049,1.7544030443956586,1.395964,-0.6793,-0.8537,69.59,-0.2938,0.8441,423.5853790992058,501.81150627826685,435
0.04,8,0.01,-0.1299406832484293,1.0663780534078895,0.861642,-1.9343,-2.394,76.9,-0.3768,0.6684,272.88552510630836,408.2837170511716,436
0.04,8,0.02,-0.13466656607694957,1.1515239083286584,0.925012,-1.8565,-2.3111,78.11,-0.384,0.675,291.40479253924417,431.7273543914256,437
0.04,8,0.03,-0.1321071826382438,1.216462401298021,0.969336,-1.724,-2.1635,77.92,-0.3809,0.6968,316.3493800016929,454.00506431074297,438
0.04,8,0.04,-0.1341122965779149,1.2562888217746604,0.996707,-1.6946,-2.136,78.49,-0.3837,0.706,335.60356407534766,475.34857710953486,439
0.04,8,0.05,-0.12773288279506054,1.2712277217037014,1.015935,-1.5951,-1.9959,77.08,-0.3764,0.7299,359.68225468839046,492.77991856084356,440
0.04,8,0.06,-0.13278287170964662,1.3735993013211083,1.102798,-1.5346,-1.9114,78.02,-0.3865,0.7359,385.46115460264866,523.8209069241004,441
0.04,8,0.07,-0.14131688194468922,1.5008330504091227,1.19261,-1.4947,-1.881,80.26,-0.3982,0.7363,411.25351514025283,558.505706126619,442
0.04,8,0.08,-0.132741879252675,1.5701610788232345,1.247223,-1.342,-1.6895,78.7,-0.3896,0.7553,426.84900033430574,565.1660385155932,443
0.04,8,0.09,-0.14084962619161714,1.6771683831315256,1.351536,-1.3332,-1.6544,80.77,-0.4008,0.7557,454.0071692387894,600.7724797304544,444
0.04,8,0.1,-0.145736580415228,1.696707301001012,1.38369,-1.3635,-1.672,81.8,-0.4067,0.7511,458.32661433331924,610.1841311259868,445
0.04,8,0.11,-0.13479187280271276,1.7481585261241033,1.44128,-1.224,-1.4846,79.88,-0.3951,0.765,457.16911634662,597.6222478070466,446
0.04,8,0.12,-0.12844739662400992,1.8201718800646451,1.498158,-1.1202,-1.361,78.69,-0.39,0.7795,473.2278454054933,607.0700326877115,447
0.04,8,0.13,-0.12717042248144383,1.9138415313312747,1.524855,-1.0548,-1.3239,78.77,-0.3904,0.7784,465.3445652607368,597.8561454864013,448
0.04,8,0.14,-0.13302920819329195,1.7607659247569574,1.452775,-1.1993,-1.4536,79.51,-0.3936,0.7549,426.9336470087672,565.5500819461774,449
0.04,8,0.15,-0.12195278057831327,1.7548608388337592,1.442336,-1.1032,-1.3422,76.97,-0.3811,0.7671,418.64224218101265,545.7170395436151,450
0.04,9,0.01,-0.11027958693464038,0.9743876190520677,0.761602,-1.7967,-2.2986,73.85,-0.3409,0.7054,275.20945683499497,390.1207864208902,451
0.04,9,0.02,-0.11013119073563658,1.0273305313739025,0.797094,-1.7018,-2.1933,74.2,-0.3403,0.7217,297.5246978131656,412.28139855969897,452
0.04,9,0.03,-0.11349161729365317,1.0921790373412403,0.856048,-1.6496,-2.1046,74.48,-0.3493,0.7318,322.6600568013323,440.9183220213189,453
0.04,9,0.04,-0.11963126651272284,1.1567775107638623,0.905994,-1.6417,-2.0961,76.36,-0.3573,0.7329,342.11375365117175,466.769533357429,454
0.04,9,0.05,-0.1264563355134272,1.1802806760840663,0.921012,-1.7008,-2.1796,78.87,-0.3623,0.7283,353.2375116231501,485.0050132281412,455
0.04,9,0.06,-0.12231098565922513,1.274134323289812,0.98838,-1.5239,-1.9645,78.92,-0.3552,0.7499,382.15220718904044,509.600254245953,456
0.04,9,0.07,-0.13027494163278847,1.3329934177127238,1.035865,-1.5514,-1.9964,80.14,-0.3693,0.7433,393.13786347764193,528.8843526590075,457
0.04,9,0.08,-0.15076417207069184,1.436872690120469,1.118967,-1.6656,-2.1389,81.91,-0.4076,0.7217,407.35391917210063,564.4501864697614,458
0.04,9,0.09,-0.14909094145845525,1.505939250399273,1.189203,-1.5716,-1.9902,81.8,-0.4069,0.732,424.234892920821,579.5876539205314,459
0.04,9,0.1,-0.12168617259133124,1.7149902278005356,1.323616,-1.1264,-1.4594,76.61,-0.38,0.783,457.4486419129809,584.2456337531481,460
0.04,9,0.11,-0.10211143507121646,1.7972739861291134,1.386588,-0.9019,-1.169,72.41,-0.3563,0.8205,486.2365296757883,592.6366450199957,461
0.04,9,0.12,-0.10605995131305096,1.825543179434506,1.40723,-0.9223,-1.1964,75.27,-0.3538,0.8134,481.8570209403182,592.3714902085171,462
0.04,9,0.13,-0.09958595798601391,1.8194433302368826,1.391478,-0.8689,-1.1361,74.79,-0.3396,0.8183,467.4166707931791,571.1852390146055,463
0.04,9,0.14,-0.08724776274215545,1.8423141761654056,1.389057,-0.7518,-0.9971,78.37,-0.295,0.8378,469.5669878523974,560.4791566297234,464
0.04,9,0.15,-0.05704804107462657,1.8311704152476898,1.360718,-0.4946,-0.6655,68.7,-0.2472,0.8862,462.75287216233545,522.1969309620964,465
0.04,10,0.01,-0.09466641464836484,1.0721862825205966,0.776548,-1.4016,-1.9352,72.22,-0.3096,0.7508,297.1345992324102,395.7770032960064,466
0.04,10,0.02,-0.08463695239974267,1.0894486618518253,0.7872,-1.2333,-1.7068,69.11,-0.2953,0.7835,319.2036745316545,407.39537893218636,467
0.04,10,0.03,-0.07848675874554556,1.1764415914701696,0.82982,-1.0591,-1.5015,68.38,-0.2831,0.8074,342.78829822499785,424.57150083785643,468
0.04,10,0.04,-0.07865498715336923,1.2686802691963193,0.897107,-0.9842,-1.3918,68.76,-0.2853,0.8187,370.0363417971881,451.9948384109988,469
0.04,10,0.05,-0.06063323183765585,1.3193553976448014,0.926967,-0.7295,-1.0384,64.33,-0.249,0.8632,398.5031506763108,461.68297825114803,470
0.04,10,0.06,-0.07156217508502181,1.3838277095229201,1.005182,-0.8209,-1.1302,67.07,-0.2757,0.8477,415.03046102301937,489.59824746161206,471
0.04,10,0.07,-0.09583878541103007,1.5663049527820563,1.248548,-0.9713,-1.2185,74.81,-0.3202,0.8125,432.616490676212,532.4805050745053,472
0.04,10,0.08,-0.08761404941712245,1.4509868716998973,1.076264,-0.9585,-1.2923,73.08,-0.2999,0.8284,440.795230382081,532.0890698747226,473
0.04,10,0.09,-0.08566304038810348,1.5814028028003282,1.168068,-0.8599,-1.1642,73.48,-0.2984,0.8402,469.2843152429882,558.5452033273921,474
0.04,10,0.1,-0.10331868742919868,1.6127535432557238,1.201983,-1.017,-1.3645,77.7,-0.3271,0.8129,467.7459921352375,575.4040644364625,475
0.04,10,0.11,-0.11410722408892325,1.678028640614393,1.258658,-1.0795,-1.4391,77.9,-0.3546,0.8017,480.57976000865983,599.4794875093179,476
0.04,10,0.12,-0.10555271475995362,1.8590562719042494,1.337175,-0.9013,-1.2531,76.94,-0.3458,0.8237,513.9112703777591,623.8971991576309,477
0.04,10,0.13,-0.0922353196900834,1.8937961387318607,1.345522,-0.7732,-1.0882,74.07,-0.3269,0.8409,507.85578901739933,603.9649921344662,478
0.04,10,0.14,-0.06482788019146526,1.8769065192352434,1.353131,-0.5483,-0.7605,65.09,-0.288,0.8825,507.2380200253379,574.7886711848448,479
0.04,10,0.15,-0.0869182629396831,1.7677819702249047,1.348659,-0.7805,-1.0231,71.66,-0.3182,0.8387,470.8836170458644,561.4524470290141,480
0.05,3,0.01,-0.13983267650353065,1.015061532627413,0.829034,-2.1868,-2.6775,78.88,-0.3883,0.6435,263.0595058422566,408.7651547589355,481
0.05,3,0.02,-0.1356857905349208,1.1552028785413178,0.936263,-1.8646,-2.3006,77.74,-0.3881,0.6904,315.21237312146275,456.5969668588503,482
0.05,3,0.03,-0.15252274766034665,1.309015615285365,1.065868,-1.8497,-2.2716,81.82,-0.4083,0.6953,362.7291655612533,521.6578686233346,483
0.05,3,0.04,-0.14969192823075333,1.5293543930713611,1.23697,-1.5538,-1.9211,82.03,-0.4079,0.7271,415.47989541133194,571.4588846277769,484
0.05,3,0.05,-0.15474332913672878,1.6313753544115894,1.324194,-1.5058,-1.8551,82.89,-0.4172,0.7267,428.7495818454815,589.9921308059529,485
0.05,3,0.06,-0.15581546984585437,1.7205275768604464,1.402745,-1.4376,-1.7633,83.41,-0.4198,0.7283,435.16849966486876,597.5282192442489,486
0.05,3,0.07,-0.1611804569949163,1.9871920583163682,1.625481,-1.2876,-1.5741,85.48,-0.4295,0.7372,471.1118080197128,639.0618442084156,487
0.05,3,0.08,-0.136963575157334,2.0468857363260704,1.619942,-1.0622,-1.3422,84.33,-0.3901,0.7666,468.6285880178518,611.3446333317938,488
0.05,3,0.09,-0.11163473239794931,2.1068949427001304,1.655293,-0.8411,-1.0706,79.67,-0.3603,0.8039,476.9476748987723,593.2710660574355,489
0.05,3,0.1,-0.07213610387030202,1.9770910938636916,1.513563,-0.5792,-0.7566,74.82,-0.2764,0.8568,449.65107582035586,524.8168960532105,490
0.05,3,0.11,-0.08440696848290963,2.061495705744365,1.623287,-0.65,-0.8254,77.44,-0.3032,0.8283,424.22506968668773,512.1771308458796,491
0.05,3,0.12,-0.08592454088257505,2.046323813544787,1.622177,-0.6666,-0.8409,77.67,-0.3053,0.8134,390.16268668302195,479.69605828266515,492
0.05,3,0.13,-0.06530793871734893,2.080917175998774,1.622033,-0.4982,-0.6392,76.07,-0.26,0.8513,389.63054338496005,457.68141552843764,493
0.05,3,0.14,-0.05167560507303074,2.0118336361338334,1.552018,-0.4077,-0.5286,70.21,-0.2373,0.8704,361.5511641853923,415.39714467149025,494
0.05,3,0.15,-0.04819034131915457,2.0246457231676684,1.569043,-0.3778,-0.4876,67.21,-0.238,0.8743,349.10824558344126,399.32258123800034,495
0.05,4,0.01,-0.1371042397905625,1.0070428010490844,0.855907,-2.1612,-2.5429,76.7,-0.393,0.6392,253.1204877883174,395.98310565008353,496
0.05,4,0.02,-0.14381933221700402,1.2231856794373461,1.047924,-1.8665,-2.1787,79.48,-0.3996,0.6697,303.82097651209097,453.68072068220914,497
0.05,4,0.03,-0.1604515216785404,1.3833974773141011,1.188579,-1.8412,-2.143,83.12,-0.4202,0.6741,345.78334120508146,512.9738267941207,498
0.05,4,0.04,-0.13705995525353623,1.5537105954915502,1.269189,-1.4004,-1.7143,78.99,-0.3974,0.7416,409.8201333746606,552.6366067488453,499
0.05,4,0.05,-0.14653290989106077,1.7169948824328207,1.415581,-1.3548,-1.6432,81.81,-0.4093,0.7437,443.05364621282007,595.7409383193054,500
0.05,4,0.06,-0.15065955037361609,1.8265726863027347,1.504111,-1.3094,-1.5901,83.6,-0.4127,0.7461,461.2071341430784,618.1943856323865,501
0.05,4,0.07,-0.12209432410452695,1.8847532015683184,1.519033,-1.0284,-1.2759,81.11,-0.3673,0.7909,481.12974510469553,608.3520308216126,502
0.05,4,0.08,-0.10441594743257959,2.0719937610015315,1.60454,-0.8,-1.033,77.1,-0.3535,0.8286,526.1290100546672,634.9304272794152,503
0.05,4,0.09,-0.08932332209009301,2.002184425652289,1.543295,-0.7082,-0.9188,73.42,-0.3289,0.843,499.7555734396995,592.8304750575765,504
0.05,4,0.1,-0.09212382513958442,2.0976746734778366,1.603954,-0.6972,-0.9118,77.18,-0.3247,0.842,511.4270881793974,607.4201139748444,505
0.05,4,0.11,-0.07130681593811186,2.1207597763890997,1.625811,-0.5338,-0.6962,76.03,-0.2781,0.8686,491.2818535264151,565.5835557339277,506
0.05,4,0.12,-0.05162635160058729,2.026467158314908,1.543849,-0.4044,-0.5308,73.99,-0.2258,0.8914,441.4857171045669,495.2803754723787,507
0.05,4,0.13,-0.052119953285513713,2.0392973973625472,1.564085,-0.4057,-0.529,69.3,-0.2436,0.883,409.9157814217168,464.22477274522214,508
0.05,4,0.14,-0.060232125650328754,2.0802712380089194,1.609373,-0.4596,-0.5941,71.22,-0.2633,0.8649,401.6683011515484,464.43017607919097,509
0.05,4,0.15,-0.03547767672257456,1.9561467727896857,1.465199,-0.2879,-0.3844,60.28,-0.2143,0.9099,373.2935112265963,410.26125037151894,510
0.05,5,0.01,-0.07877730005183957,0.9421132500586351,0.719501,-1.3274,-1.7381,65.96,-0.2869,0.7713,276.84438472447596,358.9303313784928,511
0.05,5,0.02,-0.08005598825931316,1.0569680941493866,0.808486,-1.2024,-1.5719,64.02,-0.3034,0.79,313.7877442807505,397.20608404695474,512
0.05,5,0.03,-0.07127942869665797,1.1950496730826947,0.885619,-0.9468,-1.2777,63.14,-0.2841,0.8287,359.3525039698754,433.62566867179294,513
0.05,5,0.04,-0.09677581235083438,1.2749251206947,0.992575,-1.205,-1.5478,69.89,-0.3327,0.789,377.0654347669062,477.90583123647554,514
0.05,5,0.05,-0.10775795233386526,1.3648456089455683,1.085552,-1.2533,-1.5758,72.92,-0.3508,0.7809,400.2686625538208,512.5524488857084,515
0.05,5,0.06,-0.10044932104075023,1.518352155667489,1.180053,-1.0502,-1.3513,71.4,-0.3448,0.8138,457.5483558482051,562.2165483726668,516
0.05,5,0.07,-0.10840375582386742,1.6354446433975485,1.274591,-1.0522,-1.3501,78.01,-0.3392,0.8117,486.87913034340704,599.835843911877,517
0.05,5,0.08,-0.09365401087064197,1.7029821961166374,1.316135,-0.873,-1.1296,75.89,-0.3149,0.8348,493.1693289050754,590.7568082322844,518
0.05,5,0.09,-0.09581080633455126,1.7482559306828807,1.353343,-0.87,-1.1238,75.52,-0.3239,0.8321,494.7824575862991,594.6173177869016,519
0.05,5,0.1,-0.13664372375208042,1.8291215105321996,1.488308,-1.1859,-1.4575,82.23,-0.3908,0.7698,476.0733166394134,618.4560767890812,520
0.05,5,0.11,-0.1137467160416819,2.1432999609949603,1.778412,-0.8425,-1.0153,79.8,-0.3687,0.8061,492.648337997018,611.1724161124506,521
0.05,5,0.12,-0.07371718829394976,1.922347774062438,1.473833,-0.6087,-0.794,66.05,-0.3148,0.8602,472.70065567558095,549.5139658778766,522
0.05,5,0.13,-0.090366414795756,2.0493415692136896,1.547207,-0.7,-0.9272,70.44,-0.348,0.8357,478.9411182602038,573.1029224773815,523
0.05,5,0.14,-0.1093140225211699,2.0180794728236173,1.558374,-0.8599,-1.1135,75.23,-0.3713,0.7927,435.4848475016777,549.3900589687368,524
0.05,5,0.15,-0.13941078038499843,1.9861225289750386,1.567209,-1.1143,-1.4121,81.67,-0.4054,0.7293,391.435261009032,536.7012941702004,525
