rho_threshold,divergence_lookback,divergence_threshold,Mean_Return,Std_Dev,Downside_Deviation,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown_%,Calmar_Ratio,Profit_Factor,Gross_Profit,Gross_Loss,case_number
0.5,10,0.12,-49.5160557296312,25.09873553454677,21.749126,-1.9729,-2.2767,89.41,-0.4589,0.6621,401.17426774382704,605.9192283401593,357
0.5,10,0.13,-48.91340665013145,27.040234133529868,23.656166,-1.8089,-2.0677,89.45,-0.4586,0.67,410.6485683421321,612.9016228240248,358
0.5,10,0.14,-52.508090609391736,27.96918960387684,24.49703,-1.8774,-2.1434,90.7,-0.4769,0.6578,417.42126565874474,634.538053019801,359
0.5,10,0.15,-49.65097773618075,28.576645754917052,25.035552,-1.7375,-1.9832,89.55,-0.4658,0.6748,426.0640716058881,631.3669239912069,360
0.55,3,0.01,-21.731911561709992,12.370473749986344,9.363422,-1.7568,-2.3209,65.19,-0.3092,0.7247,236.50707529056464,326.36680484334966,361
0.55,3,0.02,-22.701757189749078,14.976397818344516,11.075703,-1.5158,-2.0497,70.35,-0.3014,0.7565,291.7048197644918,385.5747840173431,362
0.55,3,0.03,-18.549854094473222,18.28702164774494,13.121908,-1.0144,-1.4137,67.7,-0.2705,0.8241,359.24220480123665,435.944379271241,363
0.55,3,0.04,-21.831100216689894,21.35518632637907,15.687398,-1.0223,-1.3916,73.06,-0.2934,0.8151,397.9664242779962,488.23629104700757,364
0.55,3,0.05,-24.746293945202464,23.320893928419686,16.460257,-1.0611,-1.5034,77.99,-0.3078,0.8001,409.5366132608081,511.86057473263736,365
0.55,3,0.06,-14.751078899270285,25.252926914062623,17.226787,-0.5841,-0.8563,72.36,-0.2265,0.8811,452.07770336168164,513.0722438896167,366
0.55,3,0.07,-11.83664083175026,24.52324357034126,17.08727,-0.4827,-0.6927,66.6,-0.2067,0.8923,405.6499044652933,454.5934748886416,367
0.55,3,0.08,-7.682676130427336,24.472533511978302,16.89537,-0.3139,-0.4547,64.15,-0.1574,0.9256,394.96929507035213,426.73655113346837,368
0.55,3,0.09,-14.572862274543,25.399441915765784,18.558185,-0.5737,-0.7853,72.14,-0.226,0.8628,378.97097407677,439.22860300563434,369
0.55,3,0.1,-12.305647584576954,25.279905844280513,18.798727,-0.4868,-0.6546,68.7,-0.2091,0.8765,361.1321792525863,412.0150553761148,370
0.55,3,0.11,-11.01736672798015,24.65485508157224,18.286795,-0.4469,-0.6025,67.63,-0.194,0.8795,332.59286547954224,378.1488025055554,371
0.55,3,0.12,-5.913112946450096,23.604431678422873,17.315093,-0.2505,-0.3415,57.2,-0.1457,0.9244,299.03369877215937,323.4839515110523,372
0.55,3,0.13,2.1953608511872966,24.773076950111562,16.364725,0.0886,0.1342,50.2,-0.0165,1.0323,290.51210452282214,281.43446163815094,373
0.55,3,0.14,-0.955650781395939,23.682674011480348,16.406155,-0.0404,-0.0582,47.88,-0.0766,0.9858,274.39707666291014,278.34861679868226,374
0.55,3,0.15,0.9730341276265714,23.981773497711785,16.326637,0.0406,0.0596,45.77,-0.0406,1.0148,276.3954628214849,272.3720439286799,375
0.55,4,0.01,-23.520897411553097,12.332688080438928,9.393185,-1.9072,-2.504,66.75,-0.3231,0.7025,229.70574233486923,326.9627863937514,376
0.55,4,0.02,-25.63414911734342,14.567224216326915,11.132027,-1.7597,-2.3027,70.32,-0.3333,0.7184,270.41129997726625,376.40647212120217,377
0.55,4,0.03,-27.450612884366876,16.892036297024532,12.718457,-1.6251,-2.1583,74.62,-0.3363,0.7352,315.20579088247285,428.7118965392597,378
0.55,4,0.04,-31.386740808920422,18.804189366059305,14.443046,-1.6691,-2.1731,81.41,-0.3468,0.7231,338.85292119721163,468.6346034309223,379
0.55,4,0.05,-30.69604497686281,20.49132203195157,15.750774,-1.498,-1.9489,82.77,-0.3381,0.7407,362.4763528859236,489.4020626712056,380
0.55,4,0.06,-31.444514909144804,23.711886002077804,18.013524,-1.3261,-1.7456,84.72,-0.3426,0.7562,403.26002492767606,533.2805984805685,381
0.55,4,0.07,-32.51209749044518,23.17345802436438,17.968672,-1.403,-1.8094,84.87,-0.3499,0.7384,379.38442998084895,513.8193727786421,382
0.55,4,0.08,-26.888128776208365,24.97851741054082,19.80493,-1.0765,-1.3576,77.71,-0.3344,0.7833,401.9114800913082,513.0917586024556,383
0.55,4,0.09,-22.54445464801239,26.104459059422897,20.051999,-0.8636,-1.1243,72.71,-0.315,0.8138,407.40816315989593,500.62769388699485,384
0.55,4,0.1,-15.135258103532886,26.416084186966536,19.642308,-0.573,-0.7705,73.55,-0.2313,0.8677,410.3588360232479,472.9419270703958,385
0.55,4,0.11,-15.63997385857989,27.136598592248173,20.018876,-0.5763,-0.7813,76.23,-0.2307,0.8635,409.0896640127653,473.75971465022656,386
0.55,4,0.12,-9.077333191360488,28.119101075955815,19.720451,-0.3228,-0.4603,72.66,-0.1679,0.9143,400.64183023702105,438.17588256002756,387
0.55,4,0.13,0.07155612834585852,26.826675344084368,18.119081,0.0027,0.0039,59.05,-0.0581,1.0008,372.18966852026995,371.8937896086177,388
0.55,4,0.14,-1.4819000352809981,26.419436444580345,18.02713,-0.0561,-0.0822,58.49,-0.0824,0.9826,345.5669141983373,351.6944532331103,389
0.55,4,0.15,4.93682888760378,26.055917932996525,17.320353,0.1895,0.285,52.54,0.0304,1.0686,317.94752105173137,297.53412541330624,390
0.55,5,0.01,-21.599537816134056,11.543570269041021,8.945381,-1.8711,-2.4146,63.97,-0.3122,0.7067,215.1907284434307,304.503103064112,391
0.55,5,0.02,-19.259540659502274,12.651578143636339,9.655672,-1.5223,-1.9946,61.71,-0.2947,0.7584,250.02271622629567,329.65938831836456,392
0.55,5,0.03,-19.088620843730865,14.597784398118538,11.105868,-1.3076,-1.7188,62.63,-0.2916,0.7842,286.82453914079423,365.75447135971314,393
0.55,5,0.04,-21.654696774533225,16.726719583562826,12.910159,-1.2946,-1.6773,68.85,-0.2993,0.7833,323.6794985387018,413.2199510746686,394
0.55,5,0.05,-21.090627182303855,17.32088953311106,13.28137,-1.2176,-1.588,68.17,-0.2968,0.7934,334.89137668686055,422.0994462263868,395
0.55,5,0.06,-20.990274055869346,19.063284904650608,14.330363,-1.1011,-1.4647,70.7,-0.2886,0.8083,365.9368414803137,452.7299588065671,396
0.55,5,0.07,-25.977768052285064,20.38233808201006,16.068669,-1.2745,-1.6167,73.75,-0.332,0.7791,378.817165635474,486.23317480404967,397
0.55,5,0.08,-17.898269407883653,21.49574758296195,16.154844,-0.8326,-1.1079,66.48,-0.2754,0.8487,415.21832940745276,489.2262529114796,398
0.55,5,0.09,-14.037958322273944,22.51773931675366,16.398082,-0.6234,-0.8561,61.94,-0.2466,0.8802,426.6466369690219,484.6924805079483,399
0.55,5,0.1,-17.848604097398592,22.867149271240475,16.968146,-0.7805,-1.0519,71.04,-0.2606,0.8461,405.82885958724535,479.63142097410787,400
0.55,5,0.11,-19.344365852392794,24.31880338241666,18.269549,-0.7954,-1.0588,72.13,-0.2773,0.8349,404.36147754554696,484.34889507805997,401
0.55,5,0.12,-17.849598795797395,26.214389143917348,19.893806,-0.6809,-0.8972,73.33,-0.2618,0.853,428.28103443041385,502.0877088162111,402
0.55,5,0.13,-20.43225697915926,25.3961164575026,19.756301,-0.8045,-1.0342,71.72,-0.2942,0.8203,385.73456444574373,470.22032544687056,403
0.55,5,0.14,-17.28375774857693,26.004009179505665,20.009577,-0.6647,-0.8638,73.79,-0.2534,0.8458,392.1392495150342,463.60621607859434,404
0.55,5,0.15,-11.706691881641678,25.83759773938838,19.620139,-0.4531,-0.5967,70.49,-0.1985,0.8883,385.0152733448144,433.42151517287243,405
0.55,6,0.01,-23.60889624439878,11.893698906086628,9.324951,-1.985,-2.5318,66.16,-0.3264,0.6836,210.87383153680767,308.49474378547245,406
0.55,6,0.02,-24.711019567938493,12.927598731269532,10.18989,-1.9115,-2.4251,68.28,-0.3304,0.6965,234.43799654879763,336.6161012701941,407
0.55,6,0.03,-24.487863713154038,14.068607221290502,10.92007,-1.7406,-2.2425,70.13,-0.3209,0.7218,262.7482108505194,364.00358382316426,408
0.55,6,0.04,-24.715006823974772,15.314015208051055,12.06074,-1.6139,-2.0492,69.75,-0.3272,0.7388,289.0993676841505,391.29395939280806,409
0.55,6,0.05,-25.749609653818663,16.761934452992726,13.300518,-1.5362,-1.936,69.52,-0.3423,0.7463,313.24201455700455,419.714606855731,410
0.55,6,0.06,-25.259828253877092,19.169492931372947,14.986778,-1.3177,-1.6855,70.46,-0.3371,0.7765,362.8668417773143,467.3142268588219,411
0.55,6,0.07,-25.850978589620944,19.907395256000417,15.597413,-1.2986,-1.6574,71.44,-0.3404,0.7799,378.831820553732,485.7235653568471,412
0.55,6,0.08,-18.78816175206978,20.67832496688258,15.626794,-0.9086,-1.2023,65.4,-0.2889,0.8392,405.4275592340954,483.11511695495534,413
0.55,6,0.09,-17.388364871840242,20.727950968518186,15.861709,-0.8389,-1.0962,65.42,-0.2715,0.8494,405.60423298712794,477.50374170322925,414
0.55,6,0.1,-14.054479468356998,21.69031826341374,15.976871,-0.648,-0.8797,65.73,-0.2303,0.8754,408.4357766191669,466.5499337859446,415
0.55,6,0.11,-11.017748238902701,22.665397891176077,16.680177,-0.4861,-0.6605,60.86,-0.2088,0.9041,429.6928472559475,475.2503617993469,416
0.55,6,0.12,-13.65393961276427,23.46832217113336,17.848963,-0.5818,-0.765,67.46,-0.2246,0.8809,417.7404165262048,474.19837317898407,417
0.55,6,0.13,-14.028068254145634,24.248746817383626,19.194583,-0.5785,-0.7308,63.64,-0.2459,0.8769,413.26682345091126,471.2717723430532,418
0.55,6,0.14,-16.212288255397258,24.969637396971184,20.116142,-0.6493,-0.8059,67.91,-0.2596,0.855,395.1845086355681,462.2210338820917,419
0.55,6,0.15,-13.615899699416492,25.55604054398883,20.243634,-0.5328,-0.6726,66.67,-0.2337,0.8721,383.72821697468027,440.02888160480717,420
0.55,7,0.01,-27.8437561191122,11.319283855874577,9.114647,-2.4599,-3.0548,71.15,-0.3486,0.6352,200.48747952223997,315.6192012528547,421
0.55,7,0.02,-27.258020388045413,12.820878374589228,10.073001,-2.1261,-2.706,70.86,-0.3457,0.6709,229.7573680495403,342.46711901915666,422
0.55,7,0.03,-28.796714931922807,13.717712410806277,10.88761,-2.0992,-2.6449,72.67,-0.3542,0.6804,253.4999528041466,372.57208359408133,423
0.55,7,0.04,-30.129221146177994,14.95939951128097,12.278455,-2.0141,-2.4538,74.23,-0.3618,0.6939,282.46374527340254,407.045683504821,424
0.55,7,0.05,-27.303695708366682,16.559194723315787,13.300646,-1.6489,-2.0528,73.54,-0.3393,0.7392,320.04128429033824,432.93989908445764,425
0.55,7,0.06,-29.41732818854178,18.416190355608357,14.793542,-1.5974,-1.9885,77.16,-0.3469,0.7403,346.745575328834,468.3838926798678,426
0.55,7,0.07,-36.937506523710304,19.358373335008668,15.89308,-1.9081,-2.3241,83.43,-0.386,0.6953,348.6034789583937,501.337136885799,427
0.55,7,0.08,-34.025914531967366,19.817313107183406,16.007936,-1.717,-2.1256,80.53,-0.3757,0.7195,360.87046045683616,501.5649165771139,428
0.55,7,0.09,-32.461390688140526,19.897800806305803,16.298299,-1.6314,-1.9917,79.38,-0.3675,0.7253,354.336984635468,488.56225883008085,429
0.55,7,0.1,-29.924358256078108,21.61016050682281,17.265217,-1.3847,-1.7332,79.13,-0.3488,0.7574,386.22011581673127,509.9549622565463,430
0.55,7,0.11,-27.400664036282652,23.106758601348425,18.185191,-1.1858,-1.5068,78.86,-0.3297,0.7829,408.5351927823421,521.834763916495,431
0.55,7,0.12,-30.922631194756345,24.339543424432588,19.673926,-1.2705,-1.5718,79.2,-0.3634,0.7658,418.0180975507456,545.8807233639841,432
0.55,7,0.13,-23.5947500084328,24.558506124427545,19.72871,-0.9608,-1.196,74.9,-0.3125,0.8048,402.2686933519531,499.8311120376158,433
0.55,7,0.14,-24.830128074036534,24.49277586492803,19.866421,-1.0138,-1.2499,74.07,-0.3286,0.7899,386.101013873177,488.77162281423284,434
0.55,7,0.15,-24.851812783123442,25.559519196921215,20.985156,-0.9723,-1.1843,74.7,-0.329,0.7899,386.37157227694814,489.1318457690697,435
0.55,8,0.01,-31.46757743993024,11.148925013274875,9.092831,-2.8225,-3.4607,74.03,-0.371,0.5907,187.75193071554108,317.86786600287166,436
0.55,8,0.02,-27.79789408953599,12.627687653632048,9.897146,-2.2013,-2.8087,70.5,-0.353,0.6558,219.040141922344,333.98222780050475,437
0.55,8,0.03,-29.957613841330122,13.556346889973186,10.870969,-2.2099,-2.7557,73.22,-0.363,0.6597,240.11581494369142,363.9881705891914,438
0.55,8,0.04,-31.92210418411164,14.612272333393047,11.891229,-2.1846,-2.6845,75.52,-0.3723,0.6673,264.6963909565451,396.69175825751466,439
0.55,8,0.05,-35.35809373923106,15.886676826217533,13.066584,-2.2256,-2.706,78.87,-0.3891,0.6624,286.92540458630225,433.1283160001069,440
0.55,8,0.06,-34.309771809093476,17.016961913832784,13.93477,-2.0162,-2.4622,77.88,-0.3863,0.6864,310.54160524660716,452.40978867944597,441
0.55,8,0.07,-34.4480278304048,18.192436223188473,14.952742,-1.8935,-2.3038,78.24,-0.3877,0.7016,334.96066959102626,477.40053069928734,442
0.55,8,0.08,-27.39402402803282,19.115117090016756,15.246329,-1.4331,-1.7968,73.16,-0.3467,0.7625,363.63401286980576,476.90612809683034,443
0.55,8,0.09,-27.73616119976086,20.36774528070673,16.332186,-1.3618,-1.6983,74.88,-0.3446,0.7694,382.5964830161744,497.2833082945506,444
0.55,8,0.1,-29.314287520142514,21.66346773201599,17.595235,-1.3532,-1.666,77.66,-0.3499,0.7635,391.4083230956179,512.6205754606517,445
0.55,8,0.11,-34.91981901749631,22.1526515288895,18.403574,-1.5763,-1.8974,80.03,-0.3902,0.7172,366.2600813119636,510.65076153510313,446
0.55,8,0.12,-38.41098402519779,22.974029682339395,19.340004,-1.6719,-1.9861,82.87,-0.4069,0.6975,366.2566401672778,525.0830106206749,447
0.55,8,0.13,-45.65089102902825,24.567547033846246,21.192713,-1.8582,-2.1541,87.52,-0.4411,0.6576,362.49944457366456,551.2622558921069,448
0.55,8,0.14,-37.541029102843126,25.2507459002839,21.301835,-1.4867,-1.7623,83.65,-0.4008,0.7101,380.18265573588167,535.4118316293838,449
0.55,8,0.15,-37.38313711655215,25.78891097554991,21.749857,-1.4496,-1.7188,83.69,-0.4004,0.7093,377.24285996431973,531.8191650256188,450
0.55,9,0.01,-30.440678494032607,11.807918532402837,9.573455,-2.578,-3.1797,74.08,-0.3614,0.6111,197.76156516674055,323.6313548127008,451
0.55,9,0.02,-30.770520596998907,13.050071585882966,10.533694,-2.3579,-2.9212,74.52,-0.364,0.6365,222.80643891902594,350.04009948280714,452
0.55,9,0.03,-31.61512356383392,13.589851770571451,11.272218,-2.3264,-2.8047,75.19,-0.3697,0.646,238.5410160008036,369.2670428004661,453
0.55,9,0.04,-32.799253937096154,15.096833627789973,12.457873,-2.1726,-2.6328,76.59,-0.3761,0.6628,266.5783721615649,402.2006840760658,454
0.55,9,0.05,-33.422679729968415,15.984893830493894,13.125212,-2.0909,-2.5464,77.25,-0.3798,0.6752,287.28240451218363,425.4825326019736,455
0.55,9,0.06,-36.35707989042643,17.256941740317203,14.415435,-2.1068,-2.5221,79.97,-0.3944,0.6693,304.297229712526,454.6308695769083,456
0.55,9,0.07,-37.29407417263174,17.947122925828246,14.894304,-2.078,-2.5039,80.9,-0.3988,0.6754,320.7964848713034,475.00452172797907,457
0.55,9,0.08,-35.73694808589827,19.16784051435747,15.87606,-1.8644,-2.251,80.74,-0.3884,0.6991,343.38868435124715,491.1581284207154,458
0.55,9,0.09,-39.085700262993285,20.558837644150106,17.085587,-1.9012,-2.2876,82.23,-0.4111,0.6968,371.38784531616903,533.0041138639428,459
0.55,9,0.1,-43.87509590217532,22.449933088513983,19.015754,-1.9544,-2.3073,85.35,-0.4355,0.6764,379.28146439616955,560.701503801196,460
0.55,9,0.11,-43.92593370790971,23.702763730280463,19.87969,-1.8532,-2.2096,85.65,-0.4365,0.6779,382.2411198458666,563.8713695428584,461
0.55,9,0.12,-40.29602670046545,24.268680943988695,20.535285,-1.6604,-1.9623,84.09,-0.4183,0.6949,379.43440422521326,546.0552765342808,462
0.55,9,0.13,-37.64779399041291,25.029855076997393,20.995483,-1.5041,-1.7931,81.65,-0.411,0.7103,381.7419049172641,537.4125451474634,463
0.55,9,0.14,-30.541273148903237,25.001384967194674,20.852634,-1.2216,-1.4646,76.99,-0.3721,0.7543,387.6291889824455,513.9149295425931,464
0.55,9,0.15,-31.31584968975606,26.702589406711997,22.328902,-1.1728,-1.4025,80.15,-0.3684,0.7548,398.5616876321553,528.0502407144007,465
0.55,10,0.01,-31.21527344403201,12.253064990823543,9.905881,-2.5475,-3.1512,74.01,-0.3699,0.6137,205.08534538809567,334.1580236765138,466
0.55,10,0.02,-29.224558392877174,13.08194801109066,10.492677,-2.234,-2.7852,72.27,-0.3597,0.6527,227.10776458832336,347.94899413347423,467
0.55,10,0.03,-29.28796905729707,13.78732883917225,10.96061,-2.1243,-2.6721,72.42,-0.3606,0.6691,244.9178399379453,366.02126754788003,468
0.55,10,0.04,-28.640179384719268,14.83955987607543,11.927359,-1.93,-2.4012,72.05,-0.3573,0.6947,269.45864976092986,387.88351848663416,469
0.55,10,0.05,-24.372726096100898,16.420034350383837,12.434762,-1.4843,-1.96,69.39,-0.327,0.7528,306.89512337313477,407.6744114371711,470
0.55,10,0.06,-27.617227075593163,16.967605723900185,13.202133,-1.6276,-2.0919,73.06,-0.3454,0.7318,311.5455343414855,425.7405764556445,471
0.55,10,0.07,-33.32758852740385,18.406213684467385,14.674462,-1.8107,-2.2711,78.43,-0.377,0.7102,337.7364743220463,475.5434078361528,472
0.55,10,0.08,-34.31998391896713,19.594534903838927,15.73298,-1.7515,-2.1814,79.25,-0.384,0.7148,355.718534755902,497.62894445258354,473
0.55,10,0.09,-40.596702153899436,20.918367479516984,17.322256,-1.9407,-2.3436,83.75,-0.4161,0.6864,367.33757901202506,535.2017204579109,474
0.55,10,0.1,-40.01612861373325,22.342053567419494,18.427959,-1.7911,-2.1715,83.56,-0.415,0.7019,389.6692620341767,555.1327779687404,475
0.55,10,0.11,-39.899759930095,23.78763993249475,19.740819,-1.6773,-2.0212,83.44,-0.4174,0.7076,399.20424971074715,564.1865903740763,476
0.55,10,0.12,-41.69556964606141,24.34548591925518,20.260018,-1.7127,-2.058,84.82,-0.4253,0.7015,405.1527725686059,577.5606438828756,477
0.55,10,0.13,-43.008921296875855,25.22353462755832,21.293402,-1.7051,-2.0198,85.75,-0.4322,0.6932,401.8444632859952,579.6829394421246,478
0.55,10,0.14,-39.66361613689167,25.379466485950775,21.381234,-1.5628,-1.8551,83.48,-0.4186,0.7066,394.9402392389929,558.9461440589973,479
0.55,10,0.15,-39.33468388527628,25.382723468884162,21.612807,-1.5497,-1.82,83.36,-0.4167,0.7015,382.2194108823281,544.8652069476371,480
0.6,3,0.01,-17.24034539303166,16.553624115762407,11.269932,-1.0415,-1.5298,71.56,-0.2373,0.8108,305.4980609078144,376.78552082662,481
0.6,3,0.02,-16.617438043415646,19.615722953777915,13.214122,-0.8471,-1.2576,76.07,-0.2224,0.8461,377.7991176077247,446.5109050729593,482
0.6,3,0.03,-9.490328442864866,22.812412726439167,14.847359,-0.416,-0.6392,73.83,-0.1539,0.9197,449.17710095674835,488.41885586732445,483
0.6,3,0.04,-13.130446116804887,26.43268781044819,17.321253,-0.4968,-0.7581,78.02,-0.1957,0.8946,460.8597907519206,515.1531433460106,484
0.6,3,0.05,-16.893554195758366,26.857077720249094,17.98334,-0.629,-0.9394,80.11,-0.2308,0.8622,436.98837856123447,506.84188440242576,485
0.6,3,0.06,-13.056150840385808,27.57224752091992,18.665683,-0.4735,-0.6995,74.12,-0.2088,0.8891,433.02939859931786,487.0155461218655,486
0.6,3,0.07,-11.500340117972039,28.433773337908008,20.013995,-0.4045,-0.5746,76.98,-0.1869,0.8967,412.8168637676068,460.36985743001503,487
0.6,3,0.08,-4.151381217053583,28.268623652246188,19.60075,-0.1469,-0.2118,71.27,-0.1096,0.9586,397.0559415558009,414.22157341361776,488
0.6,3,0.09,-6.1904718647280115,27.40555253792544,19.611206,-0.2259,-0.3157,68.5,-0.1384,0.9322,351.8275418947723,377.4246517481318,489
0.6,3,0.1,-2.0946985412018737,27.317809516402246,19.215998,-0.0767,-0.109,67.0,-0.0844,0.9735,318.64722885767173,327.3086410796255,490
0.6,3,0.11,-6.28909072988663,26.863508295261667,19.12817,-0.2341,-0.3288,67.91,-0.1388,0.9163,284.7538905743044,310.7587816082007,491
0.6,3,0.12,-7.028226825564597,25.844800841816195,19.220339,-0.2719,-0.3657,66.16,-0.1494,0.901,264.61244980952324,293.67360993745297,492
0.6,3,0.13,1.1999078064705213,23.25183116641917,15.904815,0.0516,0.0754,50.63,-0.0292,1.0221,229.91608558360898,224.95456203463164,493
0.6,3,0.14,-2.586321804440897,21.44698269855611,15.42971,-0.1206,-0.1676,45.33,-0.1053,0.9477,193.85108052319242,204.54531592092025,494
0.6,3,0.15,0.6183311273903795,21.564616629644846,15.426241,0.0287,0.0401,42.81,-0.0396,1.0136,190.67866343106007,188.12191329319984,495
0.6,4,0.01,-21.7783486086488,15.003323712735265,10.992316,-1.4516,-1.9812,67.97,-0.3013,0.7585,282.79850261132736,372.85024566772444,496
0.6,4,0.02,-19.526051739924295,18.125573519768988,12.80456,-1.0773,-1.5249,69.75,-0.2735,0.8112,346.8783622268352,427.6170364847761,497
0.6,4,0.03,-22.185250134279844,19.910144724534167,14.57772,-1.1143,-1.5219,74.66,-0.2877,0.8017,370.7672571924596,462.5015057635691,498
0.6,4,0.04,-24.004402195100088,22.899923536759037,16.638138,-1.0482,-1.4427,80.13,-0.2918,0.8022,402.610054351838,501.86635231729167,499
0.6,4,0.05,-20.380253873727632,28.017409251554437,18.618015,-0.7274,-1.0947,83.82,-0.2566,0.8396,441.2125120971707,525.4832443845684,500
0.6,4,0.06,-16.718792831553266,29.56719299040721,19.546104,-0.5655,-0.8554,83.39,-0.2271,0.8703,463.86441059594085,532.9952920660936,501
0.6,4,0.07,-24.62878355353142,27.558798989872273,21.70788,-0.8937,-1.1346,85.26,-0.2913,0.7905,384.26146447764944,486.0995298061405,502
0.6,4,0.08,-22.53532356668039,27.377275178532575,21.629201,-0.8231,-1.0419,82.14,-0.2825,0.8028,379.22577058086875,472.40754501134876,503
0.6,4,0.09,-16.145165085352694,28.13329429874506,21.506608,-0.5739,-0.7507,76.97,-0.2376,0.8527,386.55689800762036,453.31587427324536,504
0.6,4,0.1,-7.738253090469817,26.156110761683433,19.217007,-0.2958,-0.4027,68.42,-0.1551,0.9154,346.21302668509264,378.2100890671147,505
0.6,4,0.11,-5.8098410378027925,26.683271978234902,19.401951,-0.2177,-0.2994,69.05,-0.1302,0.9363,352.8973518550738,376.9205834478933,506
0.6,4,0.12,-2.2201587608276565,26.95525296031321,18.993987,-0.0824,-0.1169,65.08,-0.0877,0.9725,325.1229127247206,334.3030929976668,507
0.6,4,0.13,-2.226968926066423,26.69827270725495,18.997029,-0.0834,-0.1172,64.46,-0.0877,0.97,298.2057135180974,307.41405328381654,508
0.6,4,0.14,-3.9093117161324122,26.610320355477917,19.420203,-0.1469,-0.2013,61.42,-0.1176,0.9441,272.94369239278404,289.108386076157,509
0.6,4,0.15,2.7694400025673214,25.859497728758797,18.73959,0.1071,0.1478,48.03,-0.0129,1.0488,246.2541917956872,234.80277718189691,510
0.6,5,0.01,-17.83408808338861,14.676409982380509,10.720746,-1.2152,-1.6635,65.05,-0.2649,0.7868,272.1077916334028,345.8503304543986,511
0.6,5,0.02,-13.865684965854088,16.059022485865608,11.504091,-0.8634,-1.2053,62.29,-0.2258,0.8462,315.3507083748616,372.6842152574805,512
0.6,5,0.03,-17.397101085280937,19.79552512690029,15.560694,-0.8788,-1.118,66.16,-0.2669,0.8293,349.4855628969338,421.4211951622622,513
0.6,5,0.04,-20.197124451020095,21.98468854037933,17.145851,-0.9187,-1.178,72.37,-0.2805,0.8196,379.30428772043456,462.8177943790176,514
0.6,5,0.05,-21.87661684794898,22.994933276766456,17.733164,-0.9514,-1.2337,74.39,-0.2931,0.8117,389.9570394534694,480.4151138803061,515
0.6,5,0.06,-15.302473138729109,24.267869708466186,18.04501,-0.6306,-0.848,71.49,-0.2339,0.8683,417.08710330237204,480.3616152490218,516
0.6,5,0.07,-21.417845665943634,25.524144930473273,19.858171,-0.8391,-1.0785,73.2,-0.2997,0.8281,426.4817727085413,515.042864708197,517
0.6,5,0.08,-13.94681317013983,26.92196820444902,20.357254,-0.518,-0.6851,67.1,-0.2411,0.8858,447.3143211797553,504.9832867483493,518
0.6,5,0.09,-15.715645395539843,26.226595093986138,19.793458,-0.5992,-0.794,68.83,-0.2541,0.8641,413.02991821717285,478.012864654286,519
0.6,5,0.1,-23.764416793832872,27.57748479133786,21.889206,-0.8617,-1.0857,76.84,-0.3148,0.8008,395.10825049159786,493.3722278692718,520
0.6,5,0.11,-21.37950467530232,28.53744754856276,22.379956,-0.7492,-0.9553,75.63,-0.2983,0.8122,382.38568159759427,470.78823664388415,521
0.6,5,0.12,-17.774229886205,29.052127670942497,22.820093,-0.6118,-0.7789,73.24,-0.2709,0.84,385.70630236756216,459.20133229385425,522
0.6,5,0.13,-17.953358876247705,28.37125111901345,22.466598,-0.6328,-0.7991,68.12,-0.2911,0.8265,353.758607257594,427.9943213411261,523
0.6,5,0.14,-11.399090050054632,28.17557031016871,21.992811,-0.4046,-0.5183,62.96,-0.2279,0.8803,346.66400101410454,393.79833368139396,524
0.6,5,0.15,-12.10636016577378,28.03866911540584,22.083492,-0.4318,-0.5482,64.79,-0.2304,0.8669,326.1767344776628,376.235572940902,525
0.6,6,0.01,-21.73373202454508,15.63407139236554,11.78314,-1.3902,-1.8445,67.23,-0.3053,0.747,265.39165800021794,355.2589150223448,526
0.6,6,0.02,-20.45993770694105,16.855515502628965,12.615665,-1.2138,-1.6218,67.82,-0.29,0.7794,298.9272136605804,383.5274322742017,527
0.6,6,0.03,-21.022586639696826,18.366049541862676,13.448596,-1.1446,-1.5632,71.91,-0.2827,0.7892,325.46908210477255,412.39580940066173,528
0.6,6,0.04,-23.49206202329598,20.011400829081595,15.116752,-1.1739,-1.554,72.01,-0.3128,0.7849,354.5074432458299,451.6452552627918,529
0.6,6,0.05,-23.19336657492592,20.805587241381808,15.753607,-1.1148,-1.4723,73.43,-0.3053,0.7939,369.32532267345624,465.22805271739605,530
0.6,6,0.06,-27.176876606795254,24.58439924778267,18.704954,-1.1055,-1.4529,77.35,-0.3376,0.7794,397.105740662525,509.4799685366546,531
0.6,6,0.07,-26.63653766881075,25.153743522914084,19.24157,-1.0589,-1.3843,76.6,-0.3371,0.7879,409.03269991774175,519.1726691673482,532
0.6,6,0.08,-15.371805544322445,28.0937584845807,19.433587,-0.5472,-0.791,67.36,-0.2605,0.8748,444.0610093390101,507.6222052802164,533
0.6,6,0.09,-24.237183479849307,25.12108650501804,19.695837,-0.9648,-1.2306,73.13,-0.3286,0.7953,389.40116377407594,489.61999387726235,534
0.6,6,0.1,-25.45086971876504,26.163403596085043,20.539795,-0.9728,-1.2391,75.79,-0.3318,0.7885,392.28468702798114,497.52201340477933,535
0.6,6,0.11,-20.413232723548823,27.542952479652484,21.884341,-0.7411,-0.9328,73.22,-0.2949,0.8255,399.1746852377147,483.5817824517539,536
0.6,6,0.12,-24.247282443170132,28.424321284426092,22.926864,-0.853,-1.0576,77.74,-0.3183,0.7971,393.8902771783056,494.1508656933185,537
