rho_threshold,divergence_lookback,divergence_threshold,Mean_Return,Std_Dev,Downside_Deviation,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown_%,Calmar_Ratio,Profit_Factor,Gross_Profit,Gross_Loss,case_number
0.55,4.0,0.15,4.93682888760378,26.055917932996525,17.320353,0.1895,0.285,52.54,0.0304,1.0686,317.94752105173137,297.53412541330624,390.0
